//X Y Z R G B PointSourceId ScanDirectionFlag NumberOfReturns ReturnNumber GpsTime Intensity Classification Nx Ny Nz
13230.00000000 -7310.00000000 690.00000000 34 105 186 97.000000 1.000000 4.000000 1.000000 -60.708740 114.000000 96.000000 0.566432 -0.217621 -0.794856
13230.00000000 -7320.00000000 700.00000000 34 105 186 97.000000 1.000000 4.000000 1.000000 -60.708740 114.000000 96.000000 -0.627320 0.132616 0.767387
13240.00000000 -7290.00000000 690.00000000 34 105 186 97.000000 1.000000 4.000000 1.000000 -60.708740 114.000000 96.000000 0.754698 -0.373274 -0.539535
13220.00000000 -7320.00000000 700.00000000 34 105 186 97.000000 1.000000 4.000000 1.000000 -60.708740 114.000000 96.000000 -0.212118 0.476889 0.852985
13230.00000000 -7330.00000000 720.00000000 34 105 186 97.000000 1.000000 4.000000 1.000000 -60.708740 114.000000 96.000000 -0.657910 0.209971 0.723234
13180.00000000 -7310.00000000 680.00000000 34 105 186 97.000000 1.000000 4.000000 1.000000 -60.708740 114.000000 96.000000 -0.628642 0.226186 0.744076
13190.00000000 -7310.00000000 690.00000000 34 105 186 97.000000 1.000000 4.000000 1.000000 -60.708740 114.000000 96.000000 -0.252156 0.197636 0.947289
13190.00000000 -7320.00000000 700.00000000 34 105 186 97.000000 1.000000 4.000000 1.000000 -60.708740 114.000000 96.000000 0.788258 -0.467775 -0.399794
13180.00000000 -7320.00000000 690.00000000 34 105 186 97.000000 1.000000 4.000000 1.000000 -60.708740 114.000000 96.000000 -0.616897 0.085640 0.782371
13170.00000000 -7320.00000000 660.00000000 34 105 186 97.000000 1.000000 4.000000 1.000000 -60.708740 114.000000 96.000000 -0.448451 0.678512 0.581819
13160.00000000 -7330.00000000 660.00000000 34 105 186 97.000000 1.000000 4.000000 1.000000 -60.708740 114.000000 96.000000 -0.624503 0.377338 0.683822
13160.00000000 -7320.00000000 660.00000000 34 105 186 97.000000 1.000000 4.000000 1.000000 -60.708740 114.000000 96.000000 0.672495 -0.315991 -0.669254
13140.00000000 -7510.00000000 770.00000000 34 105 186 97.000000 1.000000 4.000000 1.000000 -60.708740 114.000000 96.000000 0.825391 -0.528553 -0.198397
13140.00000000 -7540.00000000 700.00000000 34 105 186 97.000000 1.000000 4.000000 1.000000 -60.708740 114.000000 96.000000 -0.598973 0.710563 0.369230
13160.00000000 -7300.00000000 650.00000000 34 105 186 97.000000 1.000000 4.000000 1.000000 -60.708740 114.000000 96.000000 -0.426568 0.215514 0.878404
13190.00000000 -7290.00000000 640.00000000 34 105 186 97.000000 1.000000 4.000000 1.000000 -60.708740 114.000000 96.000000 -0.536015 0.324809 0.779222
13150.00000000 -7320.00000000 640.00000000 34 105 186 97.000000 1.000000 4.000000 1.000000 -60.708740 114.000000 96.000000 -0.514872 0.619534 0.592524
13200.00000000 -7430.00000000 360.00000000 34 105 186 97.000000 1.000000 4.000000 1.000000 -60.708740 114.000000 96.000000 -0.378635 0.138321 0.915152
13180.00000000 -7410.00000000 330.00000000 34 105 186 97.000000 1.000000 4.000000 1.000000 -60.708740 114.000000 96.000000 -0.508116 0.009435 0.861237
13190.00000000 -7440.00000000 340.00000000 34 105 186 97.000000 1.000000 4.000000 1.000000 -60.708740 114.000000 96.000000 -0.474196 -0.143564 0.868635
13140.00000000 -7420.00000000 360.00000000 34 105 186 97.000000 1.000000 4.000000 1.000000 -60.708740 114.000000 96.000000 -0.283543 0.460176 0.841333
13160.00000000 -7580.00000000 650.00000000 34 105 186 97.000000 1.000000 4.000000 1.000000 -60.708740 114.000000 96.000000 0.603223 -0.488964 -0.630108
13160.00000000 -7590.00000000 630.00000000 34 105 186 97.000000 1.000000 4.000000 1.000000 -60.708740 114.000000 96.000000 0.784303 -0.453045 -0.423816
13220.00000000 -7510.00000000 350.00000000 34 105 186 97.000000 1.000000 4.000000 1.000000 -60.708740 114.000000 96.000000 0.529261 -0.376182 -0.760507
13220.00000000 -7470.00000000 330.00000000 34 105 186 97.000000 1.000000 4.000000 1.000000 -60.708740 114.000000 96.000000 -0.217453 0.341301 0.914455
13230.00000000 -7530.00000000 350.00000000 34 105 186 97.000000 1.000000 4.000000 1.000000 -60.708740 114.000000 96.000000 0.719885 -0.393713 -0.571625
13140.00000000 -7450.00000000 360.00000000 34 105 186 97.000000 1.000000 4.000000 1.000000 -60.708740 114.000000 96.000000 -0.581197 0.305809 0.754116
13160.00000000 -7530.00000000 330.00000000 34 105 186 97.000000 1.000000 4.000000 1.000000 -60.708740 114.000000 96.000000 0.737705 -0.430741 -0.519859
13200.00000000 -7510.00000000 310.00000000 34 105 186 97.000000 1.000000 4.000000 1.000000 -60.708740 114.000000 96.000000 -0.504329 0.612279 0.608906
13200.00000000 -7510.00000000 310.00000000 34 105 186 97.000000 1.000000 4.000000 1.000000 -60.708740 114.000000 96.000000 -0.504329 0.612279 0.608906
13190.00000000 -7520.00000000 310.00000000 34 105 186 97.000000 1.000000 4.000000 1.000000 -60.708740 114.000000 96.000000 0.727684 -0.219707 -0.649773
13170.00000000 -7470.00000000 300.00000000 34 105 186 97.000000 1.000000 4.000000 1.000000 -60.708740 114.000000 96.000000 0.767256 -0.218552 -0.602954
13140.00000000 -7510.00000000 280.00000000 34 105 186 97.000000 1.000000 4.000000 1.000000 -60.708740 114.000000 96.000000 0.745250 -0.247366 -0.619203
12590.00000000 -6770.00000000 480.00000000 34 105 186 97.000000 1.000000 4.000000 1.000000 -60.708740 114.000000 96.000000 -0.428966 0.720464 -0.544903
12680.00000000 -6820.00000000 500.00000000 34 105 186 97.000000 1.000000 4.000000 1.000000 -60.708740 114.000000 96.000000 0.408846 -0.793453 0.450862
12690.00000000 -6840.00000000 490.00000000 34 105 186 97.000000 1.000000 4.000000 1.000000 -60.708740 114.000000 96.000000 0.347666 -0.495063 0.796267
12680.00000000 -6840.00000000 490.00000000 34 105 186 97.000000 1.000000 4.000000 1.000000 -60.708740 114.000000 96.000000 0.103029 -0.567388 0.816980
12770.00000000 -6810.00000000 450.00000000 34 105 186 97.000000 1.000000 4.000000 1.000000 -60.708740 114.000000 96.000000 0.352946 -0.474320 0.806504
12760.00000000 -6810.00000000 450.00000000 34 105 186 97.000000 1.000000 4.000000 1.000000 -60.708740 114.000000 96.000000 -0.394201 0.602023 -0.694388
12780.00000000 -6810.00000000 450.00000000 34 105 186 97.000000 1.000000 4.000000 1.000000 -60.708740 114.000000 96.000000 0.321186 -0.391878 0.862132
12760.00000000 -6810.00000000 440.00000000 34 105 186 97.000000 1.000000 4.000000 1.000000 -60.708740 114.000000 96.000000 -0.213610 0.700078 -0.681368
12730.00000000 -6820.00000000 470.00000000 34 105 186 97.000000 1.000000 4.000000 1.000000 -60.708740 114.000000 96.000000 0.314908 -0.634661 0.705718
12720.00000000 -6850.00000000 480.00000000 34 105 186 97.000000 1.000000 4.000000 1.000000 -60.708740 114.000000 96.000000 -0.081964 -0.585252 0.806698
12720.00000000 -6840.00000000 430.00000000 34 105 186 97.000000 1.000000 4.000000 1.000000 -60.708740 114.000000 96.000000 -0.403597 0.729769 -0.551857
12730.00000000 -6890.00000000 430.00000000 34 105 186 97.000000 1.000000 4.000000 1.000000 -60.708740 114.000000 96.000000 -0.389590 0.728222 -0.563838
12730.00000000 -6890.00000000 450.00000000 34 105 186 97.000000 1.000000 4.000000 1.000000 -60.708740 114.000000 96.000000 0.357576 -0.449751 0.818452
12680.00000000 -6800.00000000 450.00000000 34 105 186 97.000000 1.000000 4.000000 1.000000 -60.708740 114.000000 96.000000 0.070346 0.782424 -0.618761
12690.00000000 -6800.00000000 480.00000000 34 105 186 97.000000 1.000000 4.000000 1.000000 -60.708740 114.000000 96.000000 -0.067579 -0.628339 0.774999
12690.00000000 -6790.00000000 450.00000000 34 105 186 97.000000 1.000000 4.000000 1.000000 -60.708740 114.000000 96.000000 -0.220508 0.695929 -0.683418
12680.00000000 -6800.00000000 450.00000000 34 105 186 97.000000 1.000000 4.000000 1.000000 -60.708740 114.000000 96.000000 0.070346 0.782424 -0.618761
12670.00000000 -6800.00000000 480.00000000 34 105 186 97.000000 1.000000 4.000000 1.000000 -60.708740 114.000000 96.000000 0.374022 -0.503553 0.778808
12700.00000000 -6830.00000000 470.00000000 34 105 186 97.000000 1.000000 4.000000 1.000000 -60.708740 114.000000 96.000000 -0.569395 0.679600 -0.462529
12700.00000000 -6830.00000000 480.00000000 34 105 186 97.000000 1.000000 4.000000 1.000000 -60.708740 114.000000 96.000000 -0.528120 0.750486 -0.397316
12700.00000000 -6830.00000000 450.00000000 34 105 186 97.000000 1.000000 4.000000 1.000000 -60.708740 114.000000 96.000000 0.158926 0.897714 -0.410915
12660.00000000 -6790.00000000 480.00000000 34 105 186 97.000000 1.000000 4.000000 1.000000 -60.708740 114.000000 96.000000 -0.026525 -0.621235 0.783175
12650.00000000 -6810.00000000 450.00000000 34 105 186 97.000000 1.000000 4.000000 1.000000 -60.708740 114.000000 96.000000 -0.108445 0.941197 -0.319980
12710.00000000 -6880.00000000 480.00000000 34 105 186 97.000000 1.000000 4.000000 1.000000 -60.708740 114.000000 96.000000 0.276970 -0.508561 0.815263
12720.00000000 -7100.00000000 430.00000000 34 105 186 97.000000 1.000000 4.000000 1.000000 -60.708740 114.000000 96.000000 -0.062532 -0.287137 0.955846
12720.00000000 -7060.00000000 360.00000000 34 105 186 97.000000 1.000000 4.000000 1.000000 -60.708740 114.000000 96.000000 0.139243 -0.346040 0.927829
12690.00000000 -6990.00000000 430.00000000 34 105 186 97.000000 1.000000 4.000000 1.000000 -60.708740 114.000000 96.000000 0.308741 -0.471732 0.825922
12690.00000000 -6990.00000000 430.00000000 34 105 186 97.000000 1.000000 4.000000 1.000000 -60.708740 114.000000 96.000000 0.308741 -0.471732 0.825922
12690.00000000 -7010.00000000 440.00000000 34 105 186 97.000000 1.000000 4.000000 1.000000 -60.708740 114.000000 96.000000 0.261661 -0.381278 0.886657
12680.00000000 -7010.00000000 420.00000000 34 105 186 97.000000 1.000000 4.000000 1.000000 -60.708740 114.000000 96.000000 0.296894 0.714151 -0.633910
