//X Y Z R G B PointSourceId ScanDirectionFlag NumberOfReturns ReturnNumber GpsTime Intensity Classification Nx Ny Nz
9860.00000000 980.00000000 500.00000000 76 53 191 97.000000 1.000000 4.000000 1.000000 -60.708740 114.000000 158.000000 0.764296 0.629685 -0.139099
9770.00000000 1100.00000000 550.00000000 76 53 191 97.000000 1.000000 4.000000 1.000000 -60.708740 114.000000 158.000000 0.754621 0.445539 0.481708
9820.00000000 1040.00000000 570.00000000 76 53 191 97.000000 1.000000 4.000000 1.000000 -60.708740 114.000000 158.000000 0.555627 0.602914 0.572515
9770.00000000 1000.00000000 540.00000000 76 53 191 97.000000 1.000000 4.000000 1.000000 -60.708740 114.000000 158.000000 0.632553 0.752018 0.185324
9780.00000000 980.00000000 560.00000000 76 53 191 97.000000 1.000000 4.000000 1.000000 -60.708740 114.000000 158.000000 0.706067 0.433608 0.559869
9770.00000000 1000.00000000 540.00000000 76 53 191 97.000000 1.000000 4.000000 1.000000 -60.708740 114.000000 158.000000 0.632553 0.752018 0.185324
9800.00000000 980.00000000 550.00000000 76 53 191 97.000000 1.000000 4.000000 1.000000 -60.708740 114.000000 158.000000 0.380052 0.748687 0.543165
9800.00000000 980.00000000 540.00000000 76 53 191 97.000000 1.000000 4.000000 1.000000 -60.708740 114.000000 158.000000 0.349566 0.781288 0.517100
9770.00000000 980.00000000 490.00000000 76 53 191 97.000000 1.000000 4.000000 1.000000 -60.708740 114.000000 158.000000 0.714677 0.386090 0.583242
9910.00000000 990.00000000 460.00000000 76 53 191 97.000000 1.000000 4.000000 1.000000 -60.708740 114.000000 158.000000 0.741648 0.583301 -0.331237
9870.00000000 980.00000000 420.00000000 76 53 191 97.000000 1.000000 4.000000 1.000000 -60.708740 114.000000 158.000000 0.993350 0.057244 -0.099896
9850.00000000 980.00000000 470.00000000 76 53 191 97.000000 1.000000 4.000000 1.000000 -60.708740 114.000000 158.000000 0.910759 0.394709 -0.121342
9800.00000000 1100.00000000 460.00000000 76 53 191 97.000000 1.000000 4.000000 1.000000 -60.708740 114.000000 158.000000 0.600857 0.798820 -0.029276
9770.00000000 1050.00000000 440.00000000 76 53 191 97.000000 1.000000 4.000000 1.000000 -60.708740 114.000000 158.000000 0.942608 0.293286 0.159602
9780.00000000 980.00000000 410.00000000 76 53 191 97.000000 1.000000 4.000000 1.000000 -60.708740 114.000000 158.000000 0.938927 0.091895 -0.331621
9790.00000000 1020.00000000 320.00000000 76 53 191 97.000000 1.000000 4.000000 1.000000 -60.708740 114.000000 158.000000 0.832992 0.230792 -0.502852
9770.00000000 980.00000000 370.00000000 76 53 191 97.000000 1.000000 4.000000 1.000000 -60.708740 114.000000 158.000000 0.866925 -0.023064 -0.497905
9780.00000000 1000.00000000 400.00000000 76 53 191 97.000000 1.000000 4.000000 1.000000 -60.708740 114.000000 158.000000 0.971560 0.203939 -0.120337
9770.00000000 1020.00000000 230.00000000 76 53 191 97.000000 1.000000 4.000000 1.000000 -60.708740 114.000000 158.000000 0.793152 -0.265431 -0.548139
9770.00000000 1030.00000000 230.00000000 76 53 191 97.000000 1.000000 4.000000 1.000000 -60.708740 114.000000 158.000000 -0.577040 0.134989 0.805483
9770.00000000 1010.00000000 230.00000000 76 53 191 97.000000 1.000000 4.000000 1.000000 -60.708740 114.000000 158.000000 0.697386 -0.454383 -0.554247
9770.00000000 1050.00000000 70.00000000 76 53 191 97.000000 1.000000 4.000000 1.000000 -60.708740 114.000000 158.000000 0.709343 0.041224 -0.703657
9800.00000000 980.00000000 90.00000000 76 53 191 97.000000 1.000000 4.000000 1.000000 -60.708740 114.000000 158.000000 -0.532847 0.089998 0.841412
9780.00000000 980.00000000 50.00000000 76 53 191 97.000000 1.000000 4.000000 1.000000 -60.708740 114.000000 158.000000 -0.294485 0.505506 0.811014
9810.00000000 790.00000000 670.00000000 76 53 191 97.000000 1.000000 4.000000 1.000000 -60.708740 114.000000 158.000000 0.339930 0.823737 0.453767
9810.00000000 790.00000000 660.00000000 76 53 191 97.000000 1.000000 4.000000 1.000000 -60.708740 114.000000 158.000000 0.313468 0.853929 0.415383
9810.00000000 730.00000000 670.00000000 76 53 191 97.000000 1.000000 4.000000 1.000000 -60.708740 114.000000 158.000000 0.343479 0.871672 0.349585
9800.00000000 790.00000000 670.00000000 76 53 191 97.000000 1.000000 4.000000 1.000000 -60.708740 114.000000 158.000000 0.403157 0.655337 0.638747
9800.00000000 790.00000000 670.00000000 76 53 191 97.000000 1.000000 4.000000 1.000000 -60.708740 114.000000 158.000000 0.403157 0.655337 0.638747
9770.00000000 760.00000000 690.00000000 76 53 191 97.000000 1.000000 4.000000 1.000000 -60.708740 114.000000 158.000000 0.362513 0.497852 0.787863
9990.00000000 940.00000000 500.00000000 76 53 191 97.000000 1.000000 4.000000 1.000000 -60.708740 114.000000 158.000000 0.952560 0.084470 -0.292396
9950.00000000 910.00000000 540.00000000 76 53 191 97.000000 1.000000 4.000000 1.000000 -60.708740 114.000000 158.000000 0.790964 0.610495 -0.040888
9950.00000000 900.00000000 540.00000000 76 53 191 97.000000 1.000000 4.000000 1.000000 -60.708740 114.000000 158.000000 0.916599 0.399807 0.001286
9950.00000000 910.00000000 540.00000000 76 53 191 97.000000 1.000000 4.000000 1.000000 -60.708740 114.000000 158.000000 0.790964 0.610495 -0.040888
9950.00000000 910.00000000 530.00000000 76 53 191 97.000000 1.000000 4.000000 1.000000 -60.708740 114.000000 158.000000 0.816823 0.511876 0.266051
9940.00000000 920.00000000 530.00000000 76 53 191 97.000000 1.000000 4.000000 1.000000 -60.708740 114.000000 158.000000 0.920929 0.383160 0.071254
9970.00000000 930.00000000 520.00000000 76 53 191 97.000000 1.000000 4.000000 1.000000 -60.708740 114.000000 158.000000 0.808255 0.570095 0.147361
9970.00000000 910.00000000 510.00000000 76 53 191 97.000000 1.000000 4.000000 1.000000 -60.708740 114.000000 158.000000 0.860931 0.315726 -0.398893
9970.00000000 910.00000000 520.00000000 76 53 191 97.000000 1.000000 4.000000 1.000000 -60.708740 114.000000 158.000000 0.747362 0.660961 0.067680
9940.00000000 900.00000000 430.00000000 76 53 191 97.000000 1.000000 4.000000 1.000000 -60.708740 114.000000 158.000000 0.846239 0.419223 -0.328833
9960.00000000 880.00000000 480.00000000 76 53 191 97.000000 1.000000 4.000000 1.000000 -60.708740 114.000000 158.000000 0.913941 0.241883 -0.325890
9970.00000000 850.00000000 480.00000000 76 53 191 97.000000 1.000000 4.000000 1.000000 -60.708740 114.000000 158.000000 0.999815 -0.002996 -0.018978
