//X Y Z R G B PointSourceId ScanDirectionFlag NumberOfReturns ReturnNumber GpsTime Intensity Classification Nx Ny Nz
-6860.00000000 -10470.00000000 320.00000000 181 118 106 0.000000 0.000000 0.000000 0.000000 -60.708740 0.000000 184.000000 -0.212156 0.964462 0.157490
-7060.00000000 -10300.00000000 470.00000000 181 118 106 0.000000 0.000000 0.000000 0.000000 -60.708740 0.000000 184.000000 -0.483186 0.839057 0.250030
-7040.00000000 -10280.00000000 470.00000000 181 118 106 0.000000 0.000000 0.000000 0.000000 -60.708740 0.000000 184.000000 -0.413000 0.910685 -0.009120
-7010.00000000 -10350.00000000 500.00000000 181 118 106 0.000000 0.000000 0.000000 0.000000 -60.708740 0.000000 184.000000 0.885711 -0.450625 0.111597
-7080.00000000 -10430.00000000 540.00000000 181 118 106 0.000000 0.000000 0.000000 0.000000 -60.708740 0.000000 184.000000 0.740112 -0.663294 0.110795
-7000.00000000 -10320.00000000 420.00000000 181 118 106 0.000000 0.000000 0.000000 0.000000 -60.708740 0.000000 184.000000 -0.590407 0.712107 -0.379900
-7020.00000000 -10320.00000000 420.00000000 181 118 106 0.000000 0.000000 0.000000 0.000000 -60.708740 0.000000 184.000000 -0.356657 0.921713 -0.152453
-7060.00000000 -10340.00000000 450.00000000 181 118 106 0.000000 0.000000 0.000000 0.000000 -60.708740 0.000000 184.000000 0.839751 -0.473034 -0.266563
-7060.00000000 -10350.00000000 410.00000000 181 118 106 0.000000 0.000000 0.000000 0.000000 -60.708740 0.000000 184.000000 -0.569259 0.761685 0.309484
-7050.00000000 -10310.00000000 430.00000000 181 118 106 0.000000 0.000000 0.000000 0.000000 -60.708740 0.000000 184.000000 0.465342 -0.853380 0.234945
-7020.00000000 -10340.00000000 380.00000000 181 118 106 0.000000 0.000000 0.000000 0.000000 -60.708740 0.000000 184.000000 -0.579974 0.769612 -0.267073
-7020.00000000 -10350.00000000 320.00000000 181 118 106 0.000000 0.000000 0.000000 0.000000 -60.708740 0.000000 184.000000 -0.651912 0.758005 0.020939
-7010.00000000 -10340.00000000 350.00000000 181 118 106 0.000000 0.000000 0.000000 0.000000 -60.708740 0.000000 184.000000 -0.569865 0.769873 -0.287314
-7010.00000000 -10340.00000000 330.00000000 181 118 106 0.000000 0.000000 0.000000 0.000000 -60.708740 0.000000 184.000000 -0.535232 0.781279 0.321139
-7030.00000000 -10370.00000000 360.00000000 181 118 106 0.000000 0.000000 0.000000 0.000000 -60.708740 0.000000 184.000000 0.879618 -0.459118 -0.124434
-7060.00000000 -10320.00000000 340.00000000 181 118 106 0.000000 0.000000 0.000000 0.000000 -60.708740 0.000000 184.000000 -0.636512 0.770809 0.026580
-7050.00000000 -10310.00000000 320.00000000 181 118 106 0.000000 0.000000 0.000000 0.000000 -60.708740 0.000000 184.000000 -0.550557 0.777163 0.304801
-7070.00000000 -10380.00000000 390.00000000 181 118 106 0.000000 0.000000 0.000000 0.000000 -60.708740 0.000000 184.000000 0.719032 -0.611907 -0.329489
-6900.00000000 -10350.00000000 200.00000000 181 118 106 0.000000 0.000000 0.000000 0.000000 -60.708740 0.000000 184.000000 -0.282299 0.956751 -0.070255
-6860.00000000 -10470.00000000 300.00000000 181 118 106 0.000000 0.000000 0.000000 0.000000 -60.708740 0.000000 184.000000 -0.409950 0.872846 0.264728
-6910.00000000 -10460.00000000 300.00000000 181 118 106 0.000000 0.000000 0.000000 0.000000 -60.708740 0.000000 184.000000 0.783213 -0.614027 -0.097719
-6880.00000000 -10410.00000000 170.00000000 181 118 106 0.000000 0.000000 0.000000 0.000000 -60.708740 0.000000 184.000000 -0.618785 0.783795 0.052632
-6910.00000000 -10440.00000000 190.00000000 181 118 106 0.000000 0.000000 0.000000 0.000000 -60.708740 0.000000 184.000000 -0.212038 0.952144 0.220141
-6890.00000000 -10390.00000000 140.00000000 181 118 106 0.000000 0.000000 0.000000 0.000000 -60.708740 0.000000 184.000000 -0.202796 0.979215 -0.003477
-6880.00000000 -10390.00000000 -10.00000000 181 118 106 0.000000 0.000000 0.000000 0.000000 -60.708740 0.000000 184.000000 -0.480357 0.824587 -0.298854
-6840.00000000 -10450.00000000 120.00000000 181 118 106 0.000000 0.000000 0.000000 0.000000 -60.708740 0.000000 184.000000 -0.395823 0.917409 0.041039
-6910.00000000 -10410.00000000 130.00000000 181 118 106 0.000000 0.000000 0.000000 0.000000 -60.708740 0.000000 184.000000 0.736777 -0.673829 0.055795
-6900.00000000 -10400.00000000 140.00000000 181 118 106 0.000000 0.000000 0.000000 0.000000 -60.708740 0.000000 184.000000 -0.422619 0.897535 0.125796
-6900.00000000 -10400.00000000 130.00000000 181 118 106 0.000000 0.000000 0.000000 0.000000 -60.708740 0.000000 184.000000 -0.403476 0.854875 -0.326182
-6870.00000000 -10460.00000000 -10.00000000 181 118 106 0.000000 0.000000 0.000000 0.000000 -60.708740 0.000000 184.000000 -0.124048 0.959740 0.252013
-6880.00000000 -10470.00000000 60.00000000 181 118 106 0.000000 0.000000 0.000000 0.000000 -60.708740 0.000000 184.000000 -0.380905 0.920407 0.088110
-6890.00000000 -10440.00000000 50.00000000 181 118 106 0.000000 0.000000 0.000000 0.000000 -60.708740 0.000000 184.000000 -0.350441 0.917958 -0.185862
-6880.00000000 -10470.00000000 50.00000000 181 118 106 0.000000 0.000000 0.000000 0.000000 -60.708740 0.000000 184.000000 -0.347683 0.926693 -0.142675
-6900.00000000 -10470.00000000 40.00000000 181 118 106 0.000000 0.000000 0.000000 0.000000 -60.708740 0.000000 184.000000 -0.244491 0.969616 -0.008348
-6890.00000000 -10470.00000000 10.00000000 181 118 106 0.000000 0.000000 0.000000 0.000000 -60.708740 0.000000 184.000000 -0.362304 0.824281 -0.435081
