//X Y Z R G B PointSourceId ScanDirectionFlag NumberOfReturns ReturnNumber GpsTime Intensity Classification Nx Ny Nz
1.26999998 5.34000015 0.00000000 12 46 226 97.000000 1.000000 4.000000 1.000000 -60.708740 114.000000 231.000000 0.475007 0.729889 0.491558
1.32000005 5.26999998 0.10000000 12 46 226 97.000000 1.000000 4.000000 1.000000 -60.708740 114.000000 231.000000 0.643935 0.311477 0.698806
1.28999996 5.30999994 0.06000000 12 46 226 97.000000 1.000000 4.000000 1.000000 -60.708740 114.000000 231.000000 -0.025887 0.505480 0.862450
1.29999995 5.30999994 0.06000000 12 46 226 97.000000 1.000000 4.000000 1.000000 -60.708740 114.000000 231.000000 0.119776 0.773368 0.622539
1.29999995 5.28999996 0.03000000 12 46 226 97.000000 1.000000 4.000000 1.000000 -60.708740 114.000000 231.000000 0.280122 0.511731 0.812197
1.28999996 5.26000023 -0.02000000 12 46 226 97.000000 1.000000 4.000000 1.000000 -60.708740 114.000000 231.000000 0.600593 0.546455 0.583674
1.32000005 5.21999979 0.07000000 12 46 226 97.000000 1.000000 4.000000 1.000000 -60.708740 114.000000 231.000000 0.209847 0.439041 0.873617
1.29999995 5.21999979 0.08000000 12 46 226 97.000000 1.000000 4.000000 1.000000 -60.708740 114.000000 231.000000 0.109135 0.554405 0.825060
1.28999996 5.23000002 0.08000000 12 46 226 97.000000 1.000000 4.000000 1.000000 -60.708740 114.000000 231.000000 0.385226 0.765576 0.515261
1.29999995 5.23000002 0.07000000 12 46 226 97.000000 1.000000 4.000000 1.000000 -60.708740 114.000000 231.000000 0.402764 0.807132 0.431647
1.30999994 5.19999981 -0.01000000 12 46 226 97.000000 1.000000 4.000000 1.000000 -60.708740 114.000000 231.000000 0.516527 0.752654 0.408303
1.26999998 5.21999979 -0.02000000 12 46 226 97.000000 1.000000 4.000000 1.000000 -60.708740 114.000000 231.000000 0.365700 0.631366 0.683843
1.29999995 5.21000004 0.00000000 12 46 226 97.000000 1.000000 4.000000 1.000000 -60.708740 114.000000 231.000000 0.626529 0.525204 0.575866
1.28999996 5.19999981 0.01000000 12 46 226 97.000000 1.000000 4.000000 1.000000 -60.708740 114.000000 231.000000 0.174367 0.583750 0.792990
1.26999998 5.19999981 0.01000000 12 46 226 97.000000 1.000000 4.000000 1.000000 -60.708740 114.000000 231.000000 0.411955 0.809483 0.418366
1.28999996 5.19999981 0.01000000 12 46 226 97.000000 1.000000 4.000000 1.000000 -60.708740 114.000000 231.000000 0.174367 0.583750 0.792990
1.27999997 5.15000010 0.00000000 12 46 226 97.000000 1.000000 4.000000 1.000000 -60.708740 114.000000 231.000000 0.197583 0.274958 0.940935
1.30999994 5.13000011 -0.01000000 12 46 226 97.000000 1.000000 4.000000 1.000000 -60.708740 114.000000 231.000000 0.619173 0.286388 0.731168
1.29999995 5.13999987 -0.02000000 12 46 226 97.000000 1.000000 4.000000 1.000000 -60.708740 114.000000 231.000000 0.373075 0.675480 0.636036
1.26999998 5.13000011 0.01000000 12 46 226 97.000000 1.000000 4.000000 1.000000 -60.708740 114.000000 231.000000 0.149484 0.708163 0.690043
1.28999996 5.13999987 0.01000000 12 46 226 97.000000 1.000000 4.000000 1.000000 -60.708740 114.000000 231.000000 0.486386 0.453411 0.746891
1.27999997 5.11000013 -0.02000000 12 46 226 97.000000 1.000000 4.000000 1.000000 -60.708740 114.000000 231.000000 0.271557 0.178764 0.945674
1.28999996 5.07000017 0.00000000 12 46 226 97.000000 1.000000 4.000000 1.000000 -60.708740 114.000000 231.000000 0.679742 0.290859 0.673314
1.23000002 5.36000013 0.06000000 12 46 226 97.000000 1.000000 4.000000 1.000000 -60.708740 114.000000 231.000000 -0.097899 0.772967 0.626848
1.25999999 5.34000015 0.00000000 12 46 226 97.000000 1.000000 4.000000 1.000000 -60.708740 114.000000 231.000000 0.493836 0.753059 0.434773
1.25999999 5.34999990 0.00000000 12 46 226 97.000000 1.000000 4.000000 1.000000 -60.708740 114.000000 231.000000 0.316298 0.888934 0.331289
1.21000004 5.34000015 0.05000000 12 46 226 97.000000 1.000000 4.000000 1.000000 -60.708740 114.000000 231.000000 0.314347 0.531359 0.786666
1.17999995 5.36000013 0.06000000 12 46 226 97.000000 1.000000 4.000000 1.000000 -60.708740 114.000000 231.000000 0.170049 0.923326 0.344315
1.21000004 5.36999989 0.06000000 12 46 226 97.000000 1.000000 4.000000 1.000000 -60.708740 114.000000 231.000000 0.144548 0.573723 0.806193
1.13999999 5.38999987 0.07000000 12 46 226 97.000000 1.000000 4.000000 1.000000 -60.708740 114.000000 231.000000 0.211266 0.788007 0.578283
1.12000000 5.36999989 0.07000000 12 46 226 97.000000 1.000000 4.000000 1.000000 -60.708740 114.000000 231.000000 0.067945 0.706917 0.704026
1.11000001 5.36000013 0.08000000 12 46 226 97.000000 1.000000 4.000000 1.000000 -60.708740 114.000000 231.000000 -0.077142 0.865397 0.495114
