//X Y Z R G B PointSourceId ScanDirectionFlag NumberOfReturns ReturnNumber GpsTime Intensity Classification Nx Ny Nz
-16.53000069 6.51000023 0.16000000 247 217 23 0.000000 0.000000 0.000000 0.000000 -60.708740 0.000000 125.000000 -0.743213 0.564322 0.359409
-16.53000069 6.51000023 0.16000000 247 217 23 0.000000 0.000000 0.000000 0.000000 -60.708740 0.000000 125.000000 -0.743213 0.564322 0.359409
-16.53000069 6.51000023 0.16000000 247 217 23 0.000000 0.000000 0.000000 0.000000 -60.708740 0.000000 125.000000 -0.743213 0.564322 0.359409
-16.52000046 6.50000000 0.19000000 247 217 23 0.000000 0.000000 0.000000 0.000000 -60.708740 0.000000 125.000000 0.874041 -0.358464 -0.327956
-16.48999977 6.42999983 0.19000000 247 217 23 0.000000 0.000000 0.000000 0.000000 -60.708740 0.000000 125.000000 0.809733 -0.525781 -0.260550
-16.50000000 6.42999983 0.15000001 247 217 23 0.000000 0.000000 0.000000 0.000000 -60.708740 0.000000 125.000000 0.665973 -0.724150 0.179124
-16.51000023 6.42000008 0.15000001 247 217 23 0.000000 0.000000 0.000000 0.000000 -60.708740 0.000000 125.000000 -0.662886 0.748688 0.006919
-16.47999954 6.44000006 0.11000000 247 217 23 0.000000 0.000000 0.000000 0.000000 -60.708740 0.000000 125.000000 -0.370516 0.912804 -0.171772
-16.47999954 6.44000006 0.09000000 247 217 23 0.000000 0.000000 0.000000 0.000000 -60.708740 0.000000 125.000000 -0.630701 0.686399 0.362039
-16.48999977 6.42999983 0.09000000 247 217 23 0.000000 0.000000 0.000000 0.000000 -60.708740 0.000000 125.000000 -0.533937 0.777656 0.331907
-16.52000046 6.48999977 0.01000000 247 217 23 0.000000 0.000000 0.000000 0.000000 -60.708740 0.000000 125.000000 -0.646007 0.735860 -0.202942
-16.52000046 6.48999977 0.01000000 247 217 23 0.000000 0.000000 0.000000 0.000000 -60.708740 0.000000 125.000000 -0.646007 0.735860 -0.202942
-16.53000069 6.46999979 -0.01000000 247 217 23 0.000000 0.000000 0.000000 0.000000 -60.708740 0.000000 125.000000 0.737318 -0.666394 -0.110819
-16.53000069 6.50000000 -0.01000000 247 217 23 0.000000 0.000000 0.000000 0.000000 -60.708740 0.000000 125.000000 0.881902 -0.407376 -0.237263
-16.50000000 6.44000006 0.04000000 247 217 23 0.000000 0.000000 0.000000 0.000000 -60.708740 0.000000 125.000000 -0.575702 0.741115 0.345421
-16.50000000 6.42999983 0.01000000 247 217 23 0.000000 0.000000 0.000000 0.000000 -60.708740 0.000000 125.000000 -0.627715 0.773357 -0.088841
-16.51000023 6.40999985 0.13000000 247 217 23 0.000000 0.000000 0.000000 0.000000 -60.708740 0.000000 125.000000 -0.566274 0.823797 -0.026306
