//X Y Z R G B PointSourceId ScanDirectionFlag NumberOfReturns ReturnNumber GpsTime Intensity Classification Nx Ny Nz
1050.00000000 6090.00000000 70.00000000 254 208 24 97.000000 1.000000 4.000000 1.000000 -60.708740 114.000000 149.000000 0.940670 -0.100071 0.324231
1020.00000000 6080.00000000 70.00000000 254 208 24 97.000000 1.000000 4.000000 1.000000 -60.708740 114.000000 149.000000 0.837733 -0.184331 0.514029
1040.00000000 6070.00000000 70.00000000 254 208 24 97.000000 1.000000 4.000000 1.000000 -60.708740 114.000000 149.000000 0.726333 -0.080057 0.682665
1030.00000000 6030.00000000 90.00000000 254 208 24 97.000000 1.000000 4.000000 1.000000 -60.708740 114.000000 149.000000 0.873086 -0.020242 0.487147
1030.00000000 6030.00000000 80.00000000 254 208 24 97.000000 1.000000 4.000000 1.000000 -60.708740 114.000000 149.000000 0.890430 -0.135345 0.434530
1010.00000000 6060.00000000 80.00000000 254 208 24 97.000000 1.000000 4.000000 1.000000 -60.708740 114.000000 149.000000 0.664052 -0.012529 0.747581
1010.00000000 6070.00000000 80.00000000 254 208 24 97.000000 1.000000 4.000000 1.000000 -60.708740 114.000000 149.000000 0.655374 -0.185715 0.732116
1080.00000000 6080.00000000 50.00000000 254 208 24 97.000000 1.000000 4.000000 1.000000 -60.708740 114.000000 149.000000 0.842695 0.142655 0.519147
1050.00000000 6090.00000000 60.00000000 254 208 24 97.000000 1.000000 4.000000 1.000000 -60.708740 114.000000 149.000000 0.647074 -0.085792 0.757585
1070.00000000 6050.00000000 40.00000000 254 208 24 97.000000 1.000000 4.000000 1.000000 -60.708740 114.000000 149.000000 0.852514 -0.374237 0.364920
1070.00000000 6050.00000000 30.00000000 254 208 24 97.000000 1.000000 4.000000 1.000000 -60.708740 114.000000 149.000000 0.836471 -0.509748 0.201177
1050.00000000 6030.00000000 20.00000000 254 208 24 97.000000 1.000000 4.000000 1.000000 -60.708740 114.000000 149.000000 0.806002 -0.163602 0.568854
1050.00000000 6030.00000000 20.00000000 254 208 24 97.000000 1.000000 4.000000 1.000000 -60.708740 114.000000 149.000000 0.806002 -0.163602 0.568854
1030.00000000 6090.00000000 60.00000000 254 208 24 97.000000 1.000000 4.000000 1.000000 -60.708740 114.000000 149.000000 0.897455 -0.215214 0.385042
1030.00000000 6090.00000000 40.00000000 254 208 24 97.000000 1.000000 4.000000 1.000000 -60.708740 114.000000 149.000000 0.788518 -0.369265 0.491816
1030.00000000 6090.00000000 40.00000000 254 208 24 97.000000 1.000000 4.000000 1.000000 -60.708740 114.000000 149.000000 0.788518 -0.369265 0.491816
1020.00000000 6070.00000000 50.00000000 254 208 24 97.000000 1.000000 4.000000 1.000000 -60.708740 114.000000 149.000000 0.735434 0.095416 0.670845
1040.00000000 6050.00000000 40.00000000 254 208 24 97.000000 1.000000 4.000000 1.000000 -60.708740 114.000000 149.000000 0.801613 0.312708 0.509540
1030.00000000 5990.00000000 70.00000000 254 208 24 97.000000 1.000000 4.000000 1.000000 -60.708740 114.000000 149.000000 0.862132 -0.391878 0.321186
1020.00000000 5960.00000000 70.00000000 254 208 24 97.000000 1.000000 4.000000 1.000000 -60.708740 114.000000 149.000000 0.736902 -0.254050 0.626446
1040.00000000 6010.00000000 100.00000000 254 208 24 97.000000 1.000000 4.000000 1.000000 -60.708740 114.000000 149.000000 0.724360 -0.114061 0.679921
1030.00000000 6020.00000000 100.00000000 254 208 24 97.000000 1.000000 4.000000 1.000000 -60.708740 114.000000 149.000000 0.714248 -0.114339 0.690490
1020.00000000 5970.00000000 70.00000000 254 208 24 97.000000 1.000000 4.000000 1.000000 -60.708740 114.000000 149.000000 0.669709 -0.340558 0.659932
1040.00000000 6020.00000000 80.00000000 254 208 24 97.000000 1.000000 4.000000 1.000000 -60.708740 114.000000 149.000000 0.836761 -0.217163 0.502664
1050.00000000 6000.00000000 30.00000000 254 208 24 97.000000 1.000000 4.000000 1.000000 -60.708740 114.000000 149.000000 0.918903 0.176984 0.352553
1050.00000000 6010.00000000 0.00000000 254 208 24 97.000000 1.000000 4.000000 1.000000 -60.708740 114.000000 149.000000 0.939201 -0.323816 0.114209
1060.00000000 6010.00000000 -10.00000000 254 208 24 97.000000 1.000000 4.000000 1.000000 -60.708740 114.000000 149.000000 0.921713 -0.152453 0.356657
1060.00000000 6020.00000000 10.00000000 254 208 24 97.000000 1.000000 4.000000 1.000000 -60.708740 114.000000 149.000000 0.989704 -0.103506 0.098854
