//X Y Z R G B PointSourceId ScanDirectionFlag NumberOfReturns ReturnNumber GpsTime Intensity Classification Nx Ny Nz
1110.00000000 5720.00000000 120.00000000 72 71 184 97.000000 1.000000 4.000000 1.000000 -60.708740 114.000000 149.000000 -0.305351 0.204036 0.930124
1070.00000000 5730.00000000 110.00000000 72 71 184 97.000000 1.000000 4.000000 1.000000 -60.708740 114.000000 149.000000 -0.396255 0.437966 0.806949
1080.00000000 5700.00000000 130.00000000 72 71 184 97.000000 1.000000 4.000000 1.000000 -60.708740 114.000000 149.000000 -0.500443 0.196871 0.843089
1080.00000000 5720.00000000 120.00000000 72 71 184 97.000000 1.000000 4.000000 1.000000 -60.708740 114.000000 149.000000 -0.338007 0.412773 0.845795
1080.00000000 5720.00000000 130.00000000 72 71 184 97.000000 1.000000 4.000000 1.000000 -60.708740 114.000000 149.000000 -0.498574 0.300402 0.813131
1080.00000000 5700.00000000 130.00000000 72 71 184 97.000000 1.000000 4.000000 1.000000 -60.708740 114.000000 149.000000 -0.500443 0.196871 0.843089
1080.00000000 5700.00000000 130.00000000 72 71 184 97.000000 1.000000 4.000000 1.000000 -60.708740 114.000000 149.000000 -0.500443 0.196871 0.843089
1080.00000000 5720.00000000 120.00000000 72 71 184 97.000000 1.000000 4.000000 1.000000 -60.708740 114.000000 149.000000 -0.338007 0.412773 0.845795
1050.00000000 5720.00000000 10.00000000 72 71 184 97.000000 1.000000 4.000000 1.000000 -60.708740 114.000000 149.000000 0.745885 -0.577616 -0.331684
1250.00000000 5390.00000000 70.00000000 72 71 184 97.000000 1.000000 4.000000 1.000000 -60.708740 114.000000 149.000000 0.423270 -0.188934 0.886085
1180.00000000 5380.00000000 60.00000000 72 71 184 97.000000 1.000000 4.000000 1.000000 -60.708740 114.000000 149.000000 0.537097 0.043023 0.842423
1110.00000000 5670.00000000 160.00000000 72 71 184 97.000000 1.000000 4.000000 1.000000 -60.708740 114.000000 149.000000 -0.179321 0.312770 0.932748
1110.00000000 5660.00000000 160.00000000 72 71 184 97.000000 1.000000 4.000000 1.000000 -60.708740 114.000000 149.000000 -0.273704 0.520819 0.808600
1120.00000000 5610.00000000 90.00000000 72 71 184 97.000000 1.000000 4.000000 1.000000 -60.708740 114.000000 149.000000 -0.218903 0.389324 0.894711
1140.00000000 5670.00000000 50.00000000 72 71 184 97.000000 1.000000 4.000000 1.000000 -60.708740 114.000000 149.000000 -0.616369 0.592727 0.518425
1090.00000000 5600.00000000 140.00000000 72 71 184 97.000000 1.000000 4.000000 1.000000 -60.708740 114.000000 149.000000 -0.475305 -0.017406 0.879649
1120.00000000 5600.00000000 80.00000000 72 71 184 97.000000 1.000000 4.000000 1.000000 -60.708740 114.000000 149.000000 -0.278780 0.284558 0.917229
1090.00000000 5540.00000000 70.00000000 72 71 184 97.000000 1.000000 4.000000 1.000000 -60.708740 114.000000 149.000000 0.422452 -0.558300 -0.714027
1090.00000000 5540.00000000 10.00000000 72 71 184 97.000000 1.000000 4.000000 1.000000 -60.708740 114.000000 149.000000 0.809289 -0.521263 -0.270806
1150.00000000 5590.00000000 -10.00000000 72 71 184 97.000000 1.000000 4.000000 1.000000 -60.708740 114.000000 149.000000 0.824655 -0.146572 -0.546315
1060.00000000 5680.00000000 140.00000000 72 71 184 97.000000 1.000000 4.000000 1.000000 -60.708740 114.000000 149.000000 -0.576531 0.295452 0.761787
1080.00000000 5690.00000000 130.00000000 72 71 184 97.000000 1.000000 4.000000 1.000000 -60.708740 114.000000 149.000000 -0.389427 0.166897 0.905810
1060.00000000 5640.00000000 110.00000000 72 71 184 97.000000 1.000000 4.000000 1.000000 -60.708740 114.000000 149.000000 -0.325691 0.132184 0.936191
1030.00000000 5630.00000000 110.00000000 72 71 184 97.000000 1.000000 4.000000 1.000000 -60.708740 114.000000 149.000000 0.702413 -0.185978 -0.687043
1050.00000000 5670.00000000 40.00000000 72 71 184 97.000000 1.000000 4.000000 1.000000 -60.708740 114.000000 149.000000 0.882872 -0.287272 -0.371498
1060.00000000 5670.00000000 0.00000000 72 71 184 97.000000 1.000000 4.000000 1.000000 -60.708740 114.000000 149.000000 0.945022 -0.309691 -0.105002
1050.00000000 5660.00000000 0.00000000 72 71 184 97.000000 1.000000 4.000000 1.000000 -60.708740 114.000000 149.000000 0.868736 -0.483582 -0.106987
1060.00000000 5670.00000000 0.00000000 72 71 184 97.000000 1.000000 4.000000 1.000000 -60.708740 114.000000 149.000000 0.945022 -0.309691 -0.105002
1060.00000000 5630.00000000 0.00000000 72 71 184 97.000000 1.000000 4.000000 1.000000 -60.708740 114.000000 149.000000 0.944429 -0.300439 -0.133379
1020.00000000 5660.00000000 50.00000000 72 71 184 97.000000 1.000000 4.000000 1.000000 -60.708740 114.000000 149.000000 0.677385 -0.308784 -0.667684
1010.00000000 5630.00000000 40.00000000 72 71 184 97.000000 1.000000 4.000000 1.000000 -60.708740 114.000000 149.000000 0.953437 -0.280113 -0.111782
1020.00000000 5640.00000000 50.00000000 72 71 184 97.000000 1.000000 4.000000 1.000000 -60.708740 114.000000 149.000000 0.844840 -0.245966 -0.475127
1070.00000000 5570.00000000 110.00000000 72 71 184 97.000000 1.000000 4.000000 1.000000 -60.708740 114.000000 149.000000 -0.474261 0.444722 0.759802
1050.00000000 5580.00000000 110.00000000 72 71 184 97.000000 1.000000 4.000000 1.000000 -60.708740 114.000000 149.000000 -0.357982 -0.051140 0.932327
