order	parent	diameter (m)	volume (L)	area (m^2)	length (m)	height (m)	angle (deg)	azimuth (deg)	zenith (deg)
0	0	0.0502	3.5788	0.192	0.911	0	0	176.7	82.5
1	1	0.0434	3.2703	0.3071	2.387	0.163	75.6	-104.4	111.8
1	1	0.0384	1.0387	0.1122	0.967	0.264	86	151.7	94.3
2	18	0.0307	0.8128	0.0958	0.907	0.024	42.8	154.5	58.9
2	18	0.0307	0.4055	0.0536	0.564	-0.055	54.2	149.2	60
2	2	0.0347	0.1945	0.0224	0.206	0.096	26.5	78.7	33.6
2	2	0.0398	1.1128	0.1198	1.038	0.295	63.6	45.1	95.2
0	0	0	0	0	0	0	0	0	0
3	19	0.0337	0.1838	0.0218	0.206	0.14	83.3	-69.4	107.1
3	20	0.0284	0.0755	0.0106	0.119	0.428	97.5	-83.9	93.9
2	2	0.0378	0.392	0.0415	0.349	0.253	71.1	25.8	75.8
2	2	0.0396	0.7968	0.0745	0.563	0.657	39.1	-85.8	59.5
4	21	0.0319	0.1694	0.0212	0.212	0.755	89.4	178.5	75.6
2	3	0.0317	0.0853	0.0107	0.108	0.115	80.8	-173	169.6
2	2	0.0256	0.1175	0.0183	0.228	0.896	143.7	177.5	130.1
2	2	0.0276	0.472	0.066	0.735	1.029	147	-137.9	8
3	16	0.0308	0.1001	0.013	0.135	1.42	82.8	144.8	58.5
1	1	0.0323	0.6186	0.0731	0.691	-0.002	111.9	127	135.5
2	2	0.0366	0.4911	0.0537	0.467	0.102	75.7	-97	117.9
2	3	0.0385	0.5807	0.0602	0.498	0.254	116.7	-92	57.2
3	7	0.0356	0.6408	0.0715	0.639	0.471	62.7	62.7	82.9
