order	parent	diameter (m)	volume (L)	area (m^2)	length (m)	height (m)	angle (deg)	azimuth (deg)	zenith (deg)
0	0	0.0253	0.2624	0.0398	0.484	0	0	76.8	26.2
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
2	21	0.0177	0.2037	0.0438	0.751	0.154	105	7.2	29.8
2	21	0.0185	0.0703	0.0181	0.38	0.114	110	116.4	134.2
2	21	0.0188	0.0512	0.0113	0.197	0.308	70.6	95.4	87.6
3	4	0.0146	0.0593	0.0146	0.287	0.446	73.6	172.2	51.2
0	0	0	0	0	0	0	0	0	0
3	4	0.0161	0.0418	0.011	0.238	0.473	69.7	-145.2	113.9
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
3	4	0.005	0.0025	0.0018	0.105	0.491	37.3	-26.2	30.1
0	0	0	0	0	0	0	0	0	0
2	21	0.019	0.0229	0.0048	0.081	0.684	90.5	-132	76.8
3	14	0.0212	0.0315	0.0059	0.089	0.694	70.7	-64.9	17.3
0	0	0	0	0	0	0	0	0	0
2	21	0.0146	0.0595	0.0154	0.32	0.815	11	71.3	13.1
3	17	0.0202	0.0272	0.0054	0.085	0.841	112	117.8	121.4
3	17	0.0121	0.0092	0.003	0.08	1.033	53.6	-159.6	34.3
0	0	0	0	0	0	0	0	0	0
1	1	0.0225	0.4471	0.0875	1.372	0.167	111.6	136.5	114.6
2	21	0.0264	0.0626	0.0095	0.114	0.133	162.3	-136	136.4
0	0	0	0	0	0	0	0	0	0
0	0	0.019	0.0179	0.0038	0.063	0.791	0	102.6	126
