order	parent	diameter (m)	volume (L)	area (m^2)	length (m)	height (m)	angle (deg)	azimuth (deg)	zenith (deg)
0	0	0.0301	0.326	0.0499	0.62	0	0	107.5	23
1	1	0.0148	0.0145	0.0039	0.083	0.061	96.6	-65.4	116.2
0	0	0	0	0	0	0	0	0	0
1	1	0.02	0.0293	0.0059	0.093	0.091	75.4	105.2	80.4
0	0	0	0	0	0	0	0	0	0
1	1	0.0326	0.1672	0.0205	0.2	0.064	119.3	119.7	116.2
1	1	0.0214	0.1176	0.0233	0.37	0.103	138.6	125.2	74.2
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
1	1	0.0298	0.0581	0.0078	0.083	0.153	111.9	-132.2	110.9
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
1	1	0.0376	0.1467	0.0156	0.132	0.101	32.9	112.4	148.7
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
1	1	0.0208	0.036	0.008	0.154	0.18	57.8	-112.2	72.4
1	1	0.0208	0.0469	0.0103	0.195	0.193	33.4	149.9	93.9
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
2	7	0.0226	0.0451	0.008	0.112	0.152	83.7	41.4	48.7
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
2	20	0.0341	0.132	0.0155	0.145	0.175	18	-79.2	43.6
0	0	0	0	0	0	0	0	0	0
2	7	0.0308	0.0386	0.005	0.052	0.109	117.1	-142.6	121.7
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
0	0	0.0384	0.1407	0.0147	0.121	0.185	0	-105.2	113.8
