order	parent	diameter (m)	volume (L)	area (m^2)	length (m)	height (m)	angle (deg)	azimuth (deg)	zenith (deg)
0	0	0.0416	0.7329	0.0646	0.456	0	0	-12.4	42.1
1	1	0.0242	0.2174	0.0355	0.463	0.117	40	176.8	85.3
1	1	0.0384	1.1947	0.1259	1.074	0.081	88.7	-83.4	48
1	1	0.0433	0.6422	0.0675	0.573	0.226	146.2	2.3	104.6
2	152	0.0314	0.4441	0.055	0.543	0.175	61.2	-123.3	16.7
2	152	0.0366	0.5963	0.0718	0.699	0.197	117.6	89.3	58
2	152	0.0334	0.2337	0.0277	0.261	0.242	102.1	53	55.5
2	152	0.023	0.1087	0.0191	0.268	0.256	98.9	-5	83.4
0	0	0	0	0	0	0	0	0	0
2	152	0.0366	0.2272	0.0255	0.228	0.192	40.5	-164	116.3
0	0	0	0	0	0	0	0	0	0
2	152	0.0366	0.5362	0.0609	0.554	0.196	35	-56.5	78.2
2	152	0.0368	1.1159	0.1173	0.984	0.26	124.4	66.7	72
0	0	0	0	0	0	0	0	0	0
2	152	0.0404	0.4659	0.0512	0.46	0.325	49.8	125.9	140.5
2	2	0.0201	0.0361	0.0072	0.114	0.131	64.3	112.4	70.3
0	0	0	0	0	0	0	0	0	0
2	3	0.0352	0.2258	0.0256	0.232	0.276	74	48.6	39.2
2	3	0.0319	0.1457	0.0183	0.182	0.149	52.4	-156.7	64.5
2	3	0.0358	0.2194	0.0245	0.218	0.343	86.1	-135.5	97
0	0	0	0	0	0	0	0	0	0
3	153	0.0359	0.2392	0.0266	0.236	0.246	102.4	-167.9	91.4
3	153	0.0289	0.0928	0.0128	0.141	0.236	79.8	173.7	102.7
3	153	0.0363	0.2617	0.0321	0.318	0.213	67.1	2.2	150.6
0	0	0	0	0	0	0	0	0	0
3	153	0.021	0.088	0.0167	0.254	0.233	148.3	43.9	70.2
0	0	0	0	0	0	0	0	0	0
3	153	0.0273	0.1381	0.0215	0.271	0.171	124.7	-27.8	43.9
3	153	0.0213	0.053	0.0099	0.147	0.129	64.3	-89.9	28.9
4	157	0.0118	0.0197	0.0067	0.182	0.174	83.6	-91.9	71.3
4	157	0.0294	0.1392	0.0201	0.233	0.178	125.2	-101.5	77.9
2	4	0.0245	0.2052	0.0324	0.416	0.175	134.9	-104.6	106
2	4	0.032	0.1829	0.0228	0.227	0.147	46	-123.5	104.1
3	5	0.0233	0.0525	0.0087	0.115	0.365	136.5	114.1	38.2
3	5	0.0298	0.1447	0.0197	0.215	0.31	94.6	-59.4	100.1
0	0	0	0	0	0	0	0	0	0
3	5	0.0282	0.1152	0.0164	0.185	0.344	29.6	32.8	49.3
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
3	10	0.0163	0.0143	0.0035	0.069	0.206	104.9	-133.8	71.2
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
3	13	0.0265	0.1304	0.0197	0.237	0.238	31.9	-37	122.1
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
3	13	0.0327	0.0957	0.0117	0.114	0.281	30.7	119.7	108.5
3	13	0.0262	0.0796	0.0128	0.166	0.246	130.4	83.2	126.6
3	13	0.0321	0.1209	0.0151	0.15	0.26	69.1	-83.6	93.1
0	0	0	0	0	0	0	0	0	0
3	13	0.0305	0.099	0.013	0.135	0.267	69.5	-128.7	71.4
3	13	0.0349	0.2576	0.0313	0.306	0.288	85.8	-156.7	116.7
0	0	0	0	0	0	0	0	0	0
3	13	0.0384	0.627	0.0654	0.543	0.34	80.7	-138.3	124.1
0	0	0	0	0	0	0	0	0	0
2	152	0.0282	0.0818	0.0115	0.129	0.304	141.3	-21.1	106
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
2	152	0.0244	0.1252	0.0231	0.356	0.31	42.1	-109.5	94.2
2	152	0.0346	0.143	0.0165	0.152	0.302	56.2	-101.6	75.3
2	152	0.0363	0.2871	0.0316	0.277	0.319	108.5	-111	129.9
0	0	0	0	0	0	0	0	0	0
2	152	0.0265	0.0622	0.0094	0.112	0.34	89.9	91.5	56
2	152	0.0194	0.0568	0.0117	0.192	0.504	113	86.2	93.5
3	15	0.0312	0.1833	0.0235	0.24	0.37	37.3	19.1	61.6
3	15	0.0163	0.0315	0.0077	0.15	0.33	9	-21.2	15.6
0	0	0	0	0	0	0	0	0	0
3	16	0.0345	0.1272	0.0147	0.136	0.154	53.7	161.8	93.5
2	3	0.024	0.2132	0.0346	0.453	0.351	93.2	-87.1	134.7
2	3	0.0207	0.0496	0.0094	0.142	0.396	110.8	16.4	22.8
2	3	0.0384	0.2772	0.0361	0.387	0.317	105.7	27.6	81.6
0	0	0	0	0	0	0	0	0	0
3	153	0.0256	0.0814	0.0127	0.159	0.103	121.7	100	80.1
3	153	0.02	0.0291	0.0058	0.093	0.156	114.4	-120.3	137.8
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
2	4	0.0238	0.1074	0.0161	0.196	0.159	71.4	-126.1	130.3
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
4	54	0.0181	0.0183	0.004	0.071	0.174	92.3	-153.4	87.8
4	58	0.0213	0.0273	0.0051	0.077	0.355	93.8	-11.5	166.2
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
2	152	0.0245	0.0535	0.0087	0.114	0.469	115.6	-131.4	136.4
3	15	0.025	0.0554	0.0093	0.124	0.47	95.4	8	144.3
0	0	0	0	0	0	0	0	0	0
3	77	0.023	0.0428	0.0074	0.103	0.438	54.6	103.8	52.2
3	77	0.0172	0.016	0.0037	0.069	0.471	79.9	-48.2	91.1
0	0	0	0	0	0	0	0	0	0
2	3	0.025	0.1682	0.0259	0.319	0.338	66.8	57.9	128.1
2	3	0.0161	0.0284	0.0071	0.14	0.337	114.5	164.9	87.8
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
4	28	0.0283	0.0668	0.0094	0.106	0.3	105.4	-39	101.1
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
3	153	0.031	0.1226	0.0165	0.179	0.147	72.3	-12.1	56.7
2	4	0.0312	0.1856	0.0269	0.319	0.181	137.6	164.5	35.6
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
2	4	0.0245	0.1665	0.0263	0.331	0.163	9.6	-87.2	76.6
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
5	88	0.0108	0.0049	0.0022	0.086	0.293	48.1	170.8	145.7
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
2	152	0.0249	0.0413	0.0066	0.085	0.68	98.7	-91.1	97.8
