order	parent	diameter (m)	volume (L)	area (m^2)	length (m)	height (m)	angle (deg)	azimuth (deg)	zenith (deg)
0	0	0.0441	0.3716	0.0404	0.36	0	0	-48.4	9.6
0	0	0	0	0	0	0	0	0	0
1	1	0.027	0.2937	0.0474	0.62	0.163	83.6	-51.2	106.7
1	1	0.0374	0.9449	0.112	1.071	0.22	103.9	41.5	125.3
0	0	0	0	0	0	0	0	0	0
1	1	0.0286	0.1177	0.0186	0.237	0.22	71.4	18	96.2
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
1	1	0.0127	0.0129	0.0041	0.101	0.237	57.9	86.1	73
0	0	0	0	0	0	0	0	0	0
1	1	0.0291	0.4654	0.0648	0.721	0.246	67.2	92.9	52.7
1	1	0.027	0.4742	0.0789	1.06	0.26	36.6	46.1	76.7
2	3	0.0245	0.1665	0.0277	0.366	0.227	40.5	-95.9	78.8
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
2	4	0.0288	0.1533	0.0248	0.353	0.192	47	46.2	70
3	268	0.0218	0.0408	0.0075	0.11	0.192	61.9	-0.9	98.7
3	268	0.0212	0.0599	0.0114	0.172	0.339	54.6	-142.6	60.7
4	273	0.0247	0.093	0.0151	0.194	0.165	100	-13.4	128.7
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
2	11	0.0176	0.0435	0.0099	0.178	0.29	109.4	-120.5	64
2	11	0.0276	0.102	0.0148	0.17	0.314	120.3	-29.9	63.4
2	11	0.0309	0.1788	0.0231	0.238	0.296	5.8	144.8	110.6
0	0	0	0	0	0	0	0	0	0
2	12	0.0265	0.2401	0.0363	0.437	0.211	72.4	177.3	146.2
0	0	0	0	0	0	0	0	0	0
2	12	0.0281	0.1515	0.0216	0.245	0.251	61.9	155.5	126.8
0	0	0	0	0	0	0	0	0	0
2	12	0.0251	0.0635	0.0101	0.129	0.29	117.8	89.4	97.1
2	12	0.0326	0.1435	0.0176	0.171	0.257	25.4	-25.3	158.7
0	0	0	0	0	0	0	0	0	0
