order	parent	diameter (m)	volume (L)	area (m^2)	length (m)	height (m)	angle (deg)	azimuth (deg)	zenith (deg)
0	0	0.0531	0.6843	0.064	0.495	0	0	56	39.4
1	1	0.0254	0.1893	0.0281	0.335	0.143	104.2	146.7	127.6
0	0	0	0	0	0	0	0	0	0
2	27	0.0281	0.0635	0.009	0.102	0.13	87.8	-34.9	96.2
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
1	1	0.0276	0.4099	0.0615	0.738	0.301	57.9	160.6	36.6
1	1	0.0239	0.0853	0.0143	0.19	0.28	51.6	131.3	49.7
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
2	8	0.0305	0.11	0.0144	0.151	0.36	97.8	-55.5	67.5
2	8	0.0317	0.1501	0.0189	0.19	0.443	74	173.3	111
2	8	0.0376	0.1646	0.0175	0.148	0.503	101.7	134.9	140.2
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
2	8	0.0217	0.0878	0.0156	0.221	0.493	81.9	108.4	116.9
0	0	0	0	0	0	0	0	0	0
2	8	0.0243	0.0677	0.012	0.17	0.508	59.7	71.8	46.6
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
2	8	0.0274	0.1209	0.0177	0.205	0.529	27	91.4	26.6
1	1	0.0366	0.251	0.0274	0.239	0.099	68.1	-71.3	89.5
2	2	0.0077	0.0073	0.0038	0.158	0.085	101.1	8.8	124.2
0	0	0.0248	0.0429	0.0069	0.089	0.328	0	158.2	138.4
2	8	0.012	0.031	0.0106	0.298	0.49	111.1	147.7	104.2
2	9	0.0268	0.0146	0.0022	0.026	0.371	58.7	-31.5	40
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
3	21	0.0276	0.0696	0.0101	0.117	0.519	101.7	-169	116.3
3	26	0.0139	0.0045	0.0013	0.03	0.649	138	-98	111.9
0	0	0.0352	0.1596	0.0162	0.133	0.397	0	59.2	70.3
