order	parent	diameter (m)	volume (L)	area (m^2)	length (m)	height (m)	angle (deg)	azimuth (deg)	zenith (deg)
0	0	0.02	0.3174	0.052	0.703	0	0	-38.2	31.4
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
1	1	0.0191	0.0599	0.0143	0.276	0.063	66.7	-47.3	68.5
0	0	0	0	0	0	0	0	0	0
1	1	0.0255	0.0511	0.008	0.1	0.079	26.2	-63.5	47.3
1	1	0.023	0.1472	0.0246	0.333	0.065	77.4	52.4	38.2
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
2	8	0.0184	0.0263	0.0057	0.099	0.132	103	-172.1	51.6
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
2	5	0.0189	0.069	0.0146	0.246	0.123	144.4	161.7	95.9
0	0	0	0	0	0	0	0	0	0
2	8	0.011	0.012	0.0044	0.127	0.141	77.7	-52.1	105.8
0	0	0	0	0	0	0	0	0	0
3	16	0.0406	0.1301	0.0128	0.1	0.074	72.5	-115.4	66.3
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
1	1	0.005	0.0019	0.0015	0.095	0.068	131.3	-78.3	118.3
1	1	0.0138	0.0169	0.0049	0.111	0.069	14.8	79.1	90.6
0	0	0	0	0	0	0	0	0	0
1	1	0.0167	0.0256	0.0061	0.116	0.107	150.8	-48.6	69.9
0	0	0	0	0	0	0	0	0	0
2	25	0.0189	0.0174	0.0037	0.062	0.064	73.5	-21.6	69.3
