order	parent	diameter (m)	volume (L)	area (m^2)	length (m)	height (m)	angle (deg)	azimuth (deg)	zenith (deg)
0	0	0.0438	0.3737	0.0404	0.366	0	0	38.6	15.6
1	1	0.028	0.1405	0.024	0.336	0.218	35.6	157.6	35.7
1	1	0.0216	0.0273	0.0051	0.075	0.209	90.7	-117.5	65.6
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
2	2	0.0179	0.0484	0.0122	0.258	0.336	149.9	-58	125.6
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
2	2	0.0229	0.0531	0.0105	0.175	0.399	79.1	49	142.1
2	2	0.0075	0.0059	0.0034	0.159	0.333	47.4	165.1	38.2
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
2	2	0.0208	0.0422	0.0081	0.125	0.357	87.6	-48.4	102.4
