order	parent	diameter (m)	volume (L)	area (m^2)	length (m)	height (m)	angle (deg)	azimuth (deg)	zenith (deg)
0	0	0.0289	0.215	0.0297	0.328	0	0	24.3	49.6
1	1	0.0253	0.0605	0.0096	0.12	0.08	118.2	83.9	106.8
0	0	0	0	0	0	0	0	0	0
2	20	0.0218	0.0979	0.0208	0.371	0.33	112.5	21.5	102.1
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
2	20	0.0238	0.0871	0.0173	0.292	0.344	62.4	96.1	23.9
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
2	20	0.0247	0.0552	0.0097	0.138	0.386	74.6	-27.9	17
3	4	0.0078	0.0072	0.0037	0.149	0.333	87.6	-91	100.6
3	9	0.0168	0.0374	0.0089	0.169	0.486	155.8	47.2	65.2
2	20	0.0137	0.0239	0.0073	0.176	0.381	67.8	90.7	33.7
0	0	0	0	0	0	0	0	0	0
2	20	0.0103	0.0172	0.0063	0.186	0.319	119.9	29	77
2	20	0.0211	0.0235	0.0044	0.067	0.223	145.9	-49.8	52.7
2	20	0.0192	0.123	0.0256	0.423	0.059	131.6	145.2	22.9
1	1	0.0285	1.0975	0.188	2.621	0.112	40.6	-40.9	25.4
2	20	0.0242	0.1205	0.0203	0.272	0.173	169.7	-19.3	118.1
0	0	0	0	0	0	0	0	0	0
3	9	0.0204	0.044	0.0085	0.132	0.389	43.4	-146.1	27.3
3	15	0.0201	0.0184	0.0037	0.058	0.447	81.3	104.1	114.2
0	0	0	0	0	0	0	0	0	0
4	13	0.0074	0.0058	0.0031	0.134	0.32	79.1	19.8	159.7
