order	parent	diameter (m)	volume (L)	area (m^2)	length (m)	height (m)	angle (deg)	azimuth (deg)	zenith (deg)
0	0	0.0371	0.3928	0.0546	0.67	0	0	-21.1	94.6
1	1	0.02	0.0917	0.0199	0.358	0.006	142.5	164.1	88.5
0	0	0	0	0	0	0	0	0	0
0	0	0.0159	0.0233	0.0063	0.139	0.008	0	-11.9	89.3
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
1	1	0.01	0.011	0.0047	0.165	0.062	152.4	-19	83.7
1	1	0.0222	0.3891	0.0701	1.005	0.029	56.2	-21.8	86
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
2	13	0.0211	0.0291	0.0055	0.083	0.069	117.1	88.5	57.3
2	13	0.02	0.0361	0.0081	0.15	0.027	38.8	61.2	35.8
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
2	13	0.005	0.0026	0.002	0.131	0.154	55.6	45.8	54.9
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
1	4	0.0114	0.0147	0.0051	0.143	0.002	146.3	141.6	67.5
