order	parent	diameter (m)	volume (L)	area (m^2)	length (m)	height (m)	angle (deg)	azimuth (deg)	zenith (deg)
0	0	0.0293	0.2231	0.0362	0.491	0	0	89.7	44
1	1	0.0209	0.0626	0.012	0.182	0.043	100	64.7	65.9
1	1	0.0296	0.2048	0.0324	0.418	0.094	33.6	-28.5	111.7
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
2	3	0.02	0.0295	0.0059	0.094	0.157	134.2	34.3	95.1
0	0	0	0	0	0	0	0	0	0
1	1	0.0182	0.0242	0.0054	0.097	0.151	86.4	-43.8	80
0	0	0	0	0	0	0	0	0	0
1	1	0.0141	0.0573	0.0144	0.289	0.123	75.1	-6.9	51.8
1	1	0.0157	0.0102	0.0026	0.053	0.146	102.3	141.1	136.3
1	1	0.0202	0.137	0.029	0.494	0.147	31.3	64.6	36.4
1	1	0.0227	0.184	0.0379	0.634	0.163	80.4	-118.1	107.5
2	3	0.0159	0.0123	0.0031	0.062	0.096	39	96.8	172.9
0	0	0	0	0	0	0	0	0	0
2	13	0.0285	0.0586	0.0082	0.092	0.156	152.6	-172.3	162.7
2	14	0.0207	0.0316	0.0061	0.094	0.192	116.8	38.2	102.6
2	13	0.0278	0.2148	0.0309	0.354	0.155	61.9	82.7	96.3
2	14	0.011	0.0059	0.0022	0.063	0.196	126	74	117
3	19	0.0202	0.0149	0.0029	0.046	0.145	90	176.4	120.1
0	0	0	0	0	0	0	0	0	0
2	13	0.0189	0.0298	0.0063	0.106	0.139	81.4	-16.1	123
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
2	3	0.0207	0.0303	0.0059	0.09	0.121	159.7	8.3	71.3
3	19	0.0303	0.1557	0.0205	0.216	0.134	53.5	115.2	74
3	19	0.0223	0.0491	0.0088	0.126	0.113	114.8	-41.6	20.4
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
4	27	0.02	0.023	0.0046	0.073	0.131	65.9	-128.2	90
0	0	0	0	0	0	0	0	0	0
2	13	0.0178	0.0316	0.0071	0.127	0.113	88.6	-31.6	144.6
2	14	0.015	0.0578	0.0154	0.327	0.249	15.1	-75.6	110.3
2	14	0.0145	0.0202	0.0054	0.115	0.265	138.8	123.3	99.5
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
2	13	0.005	0.0015	0.0012	0.077	0.076	138.9	174.8	121.3
0	0	0	0	0	0	0	0	0	0
2	14	0.005	0.0016	0.0012	0.079	0.261	81.2	20.9	68
2	14	0.0204	0.04	0.0079	0.124	0.26	53.7	-105.7	79.8
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
3	34	0.0142	0.0161	0.005	0.131	0.261	102.2	-90.5	122.3
0	0	0	0	0	0	0	0	0	0
3	40	0.0166	0.0408	0.0098	0.188	0.282	150	-48.8	95.7
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
2	3	0.0195	0.035	0.0076	0.132	0.138	60.6	-39.6	145.6
0	0	0.0242	0.0256	0.0042	0.056	0.106	0	-46.3	99.8
0	0	0	0	0	0	0	0	0	0
2	11	0.018	0.0044	0.001	0.017	0.168	68.1	-27.4	46.1
2	13	0.0192	0.0374	0.0078	0.129	0.173	77.4	-1	89.3
3	19	0.026	0.0918	0.0168	0.252	0.113	41.7	-120.8	81
