order	parent	diameter (m)	volume (L)	area (m^2)	length (m)	height (m)	angle (deg)	azimuth (deg)	zenith (deg)
0	0	0.0228	0.272	0.043	0.546	0	0	-139.1	76.1
0	0	0	0	0	0	0	0	0	0
1	1	0.0205	0.5988	0.118	1.896	0.067	59.6	-139.5	38
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
2	3	0.0214	0.3466	0.0755	1.331	0.145	68.1	-103.8	30.9
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
3	7	0.0216	0.0286	0.0053	0.078	0.355	36.6	142.9	97.8
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
3	7	0.0174	0.099	0.0252	0.522	0.444	87.8	24.9	28.1
3	7	0.0188	0.0727	0.0159	0.278	0.586	73.2	-82.8	63.8
4	15	0.0057	0.0022	0.0016	0.096	0.624	40.7	-175.2	33.4
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
3	7	0.0182	0.0324	0.007	0.121	0.735	30	-163	70.4
0	0	0	0	0	0	0	0	0	0
2	3	0.0179	0.0334	0.0075	0.133	0.085	109.3	-66.5	127
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
4	26	0.0173	0.0173	0.004	0.073	0.728	102.7	-45	97.2
