order	parent	diameter (m)	volume (L)	area (m^2)	length (m)	height (m)	angle (deg)	azimuth (deg)	zenith (deg)
0	0	0.0171	0.1712	0.0358	0.603	0	0	25.4	80.1
1	1	0.015	0.0187	0.005	0.105	0.016	148.8	-135.5	105.6
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
1	1	0.0139	0.007	0.002	0.046	0.046	34	104.9	78.5
1	1	0.0163	0.2116	0.0551	1.146	0.044	83.5	56.2	89.3
1	1	0.016	0.042	0.0104	0.205	0.082	24.2	136.2	57.7
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
1	1	0.0121	0.0166	0.0055	0.144	0.028	110.4	-129.1	86.1
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
2	7	0.0153	0.0534	0.015	0.338	0.029	60.6	-10	97.2
0	0	0	0	0	0	0	0	0	0
4	44	0.0154	0.0318	0.0083	0.171	0.034	25.9	44.6	90.5
4	44	0.0142	0.0297	0.0084	0.187	0.035	118.7	-77.6	82.2
0	0	0	0	0	0	0	0	0	0
2	7	0.0133	0.0241	0.0073	0.174	0.039	4.9	52.6	88.3
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
2	7	0.0149	0.0298	0.0082	0.178	0.033	137	86.4	82.3
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
2	7	0.0148	0.0442	0.0133	0.32	0.022	42.3	-102.8	80.5
0	0	0	0	0	0	0	0	0	0
2	7	0.0268	0.1455	0.0217	0.257	0.017	79	-108	88.7
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
2	7	0.0147	0.0551	0.0156	0.351	0.031	47.9	71.3	84.2
3	31	0.0156	0.0162	0.0038	0.073	0.055	75	-154.4	59.8
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
1	1	0.0141	0.0354	0.009	0.184	0.028	146.5	-42.3	79.5
3	18	0.0146	0.0399	0.0123	0.311	0.032	65.6	73.6	46.8
