order	parent	diameter (m)	volume (L)	area (m^2)	length (m)	height (m)	angle (deg)	azimuth (deg)	zenith (deg)
0	0	0.0249	0.2368	0.0377	0.489	0	0	-137.9	75.6
2	34	0.0247	0.0623	0.0101	0.13	0.1	156.4	49.6	144.4
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
2	34	0.018	0.2577	0.0608	1.151	0.155	62.1	-96.6	75.4
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
3	5	0.0132	0.009	0.0032	0.092	0.387	123.7	-24.1	82.4
0	0	0	0	0	0	0	0	0	0
3	5	0.0167	0.1268	0.0329	0.685	0.432	93.4	-74.2	78.5
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
3	5	0.0199	0.1084	0.0218	0.348	0.599	75.2	-76.4	58.3
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
3	5	0.0168	0.0183	0.0044	0.083	0.748	129.8	67.2	122.4
0	0	0	0	0	0	0	0	0	0
1	1	0.0238	0.6572	0.1294	2.074	0.059	4.9	-157.5	109.5
0	0	0	0	0	0	0	0	0	0
4	23	0.0144	0.0229	0.0054	0.103	0.597	95.2	-84.1	153.3
5	36	0.0137	0.0083	0.0024	0.057	0.574	124.8	-132.2	54.8
