order	parent	diameter (m)	volume (L)	area (m^2)	length (m)	height (m)	angle (deg)	azimuth (deg)	zenith (deg)
0	0	0.0277	0.2123	0.0391	0.595	0	0	41.1	74.8
1	1	0.0156	0.0078	0.002	0.041	0.007	29.9	67.8	89.1
1	1	0.005	0.0026	0.0016	0.084	0.093	97	120.7	61.6
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
1	1	0.0174	0.2423	0.0602	1.197	0.166	144.4	-94.2	70.7
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
1	1	0.0171	0.0728	0.0171	0.319	0.131	53.8	62.1	108.6
2	6	0.0179	0.0292	0.0065	0.116	0.183	100.9	-144.3	83.3
2	6	0.0162	0.0651	0.0161	0.316	0.192	13.9	2.7	120.9
3	10	0.0147	0.015	0.0038	0.078	0.186	134.3	-3.5	94.1
0	0	0	0	0	0	0	0	0	0
2	6	0.0163	0.0912	0.0233	0.477	0.191	151.8	54.6	70.1
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
3	14	0.0068	0.0045	0.0028	0.139	0.194	116.5	-9.8	81.2
0	0	0	0	0	0	0	0	0	0
3	11	0.0194	0.0461	0.0095	0.157	0.186	27.4	-58.9	121.1
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
3	11	0.0109	0.0225	0.0067	0.159	0.183	56.2	158.4	83.9
0	0	0	0	0	0	0	0	0	0
3	14	0.0118	0.037	0.011	0.263	0.195	90.2	-29.4	98.2
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
4	22	0.0104	0.0101	0.0042	0.142	0.184	55.8	-140.1	85.1
3	11	0.0154	0.0129	0.0034	0.069	0.171	150.3	7.9	67.6
3	14	0.0154	0.0177	0.0046	0.095	0.202	56.6	4.7	102.4
0	0	0	0	0	0	0	0	0	0
5	27	0.0096	0.0061	0.0029	0.11	0.181	74.1	-46	126.6
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
3	14	0.0147	0.0149	0.0045	0.112	0.18	120.6	169.7	97.4
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
2	6	0.0143	0.0192	0.0054	0.12	0.197	100.2	-14.8	53.3
0	0	0	0	0	0	0	0	0	0
