order	parent	diameter (m)	volume (L)	area (m^2)	length (m)	height (m)	angle (deg)	azimuth (deg)	zenith (deg)
0	0	0.0341	0.2786	0.0369	0.417	0	0	43.5	64.9
0	0	0	0	0	0	0	0	0	0
1	1	0.0274	0.1303	0.022	0.31	0.11	133.7	-103.4	48.2
1	1	0.0213	0.1158	0.0218	0.325	0.071	90.6	62.1	63.9
2	3	0.005	0.0015	0.0012	0.077	0.121	82.4	-30.9	100.5
0	0	0	0	0	0	0	0	0	0
2	4	0.0211	0.1172	0.0222	0.334	0.098	91.3	64.4	108.2
0	0	0	0	0	0	0	0	0	0
2	3	0.019	0.0413	0.0086	0.143	0.124	15.4	-133.7	62.3
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
2	4	0.0187	0.0794	0.0164	0.271	0.156	76.2	-14.9	112.9
0	0	0	0	0	0	0	0	0	0
2	3	0.0191	0.0309	0.0065	0.107	0.209	87.1	-3.5	110.5
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
3	7	0.0201	0.0246	0.0049	0.078	0.059	134.7	-130.9	67.4
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
1	1	0.0325	0.0798	0.0098	0.096	0.079	140.2	-48.5	105.4
