order	parent	diameter (m)	volume (L)	area (m^2)	length (m)	height (m)	angle (deg)	azimuth (deg)	zenith (deg)
0	0	0.044	0.0936	0.0085	0.061	0	0	33	57.6
1	1	0.02	0.0201	0.004	0.064	0.02	117.1	145	70.5
1	1	0.0207	0.0528	0.0102	0.158	0.015	78.7	175.4	92.5
1	1	0.0224	0.4271	0.0709	0.965	0.025	52.7	-39.6	72.1
0	0	0	0	0	0	0	0	0	0
2	4	0.0259	0.0967	0.0149	0.184	0.048	119	-147.8	66.3
2	4	0.028	0.0467	0.0067	0.076	0.037	31.4	-35.8	103.3
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
2	4	0.005	0.002	0.0016	0.102	0.043	31.7	-2.3	146.3
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
2	4	0.0187	0.0478	0.0102	0.173	0.019	150.7	161.1	59.9
2	4	0.0251	0.0702	0.0135	0.208	0.037	73.6	31.6	124.5
0	0	0.0178	0.0318	0.0067	0.114	0.042	0	-11.7	96.4
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
2	4	0.0165	0.0326	0.0074	0.135	0.023	62.3	-7.5	64.8
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
2	4	0.0189	0.0304	0.0063	0.103	0.005	127.9	-150.7	51.2
0	0	0	0	0	0	0	0	0	0
2	2	0.0219	0.0276	0.0051	0.074	0.031	86.9	51.4	70.7
0	0	0	0	0	0	0	0	0	0
2	4	0.0215	0.0343	0.0064	0.094	0.04	77	64.5	79.9
