order	parent	diameter (m)	volume (L)	area (m^2)	length (m)	height (m)	angle (deg)	azimuth (deg)	zenith (deg)
0	0	0.026	0.2158	0.0352	0.461	0	0	-125.6	71.9
1	1	0.005	0.0015	0.0012	0.079	0.05	134.4	132.5	126.7
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
1	1	0.0228	0.1039	0.0182	0.254	0.112	65.5	172.9	32.1
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
1	1	0.0191	0.1723	0.0415	0.815	0.136	75.1	-96.9	126.4
0	0	0	0	0	0	0	0	0	0
2	11	0.0182	0.0324	0.0071	0.125	0.095	18.9	-111.8	112.7
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
2	11	0.0191	0.0901	0.0216	0.434	0.192	41.4	39.7	79.9
2	11	0.0221	0.0379	0.0069	0.099	0.204	128.9	138.4	114.8
2	11	0.009	0.0055	0.0026	0.104	0.201	20.8	-125.4	72.9
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
3	20	0.0162	0.0429	0.0119	0.267	0.228	143.4	-28.8	101.1
0	0	0	0	0	0	0	0	0	0
0	0	0.0117	0.0137	0.0044	0.114	0.275	0	176.8	93.8
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
3	20	0.0095	0.0087	0.0041	0.157	0.284	104.3	18.6	70.9
0	0	0	0	0	0	0	0	0	0
2	11	0.0187	0.0391	0.0084	0.143	0.226	40.1	-159.3	75.9
