order	parent	diameter (m)	volume (L)	area (m^2)	length (m)	height (m)	angle (deg)	azimuth (deg)	zenith (deg)
0	0	0.0247	0.1187	0.0212	0.305	0	0	34.3	25.4
1	1	0.0213	0.0839	0.0166	0.263	0.07	132.9	168.1	78.3
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
1	1	0.019	0.0918	0.0214	0.402	0.143	110.6	42.7	75.8
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
2	2	0.0209	0.0462	0.0088	0.134	0.041	130.7	7.3	82
0	0	0	0	0	0	0	0	0	0
1	1	0.0189	0.0344	0.0073	0.122	0.155	161	44.4	70.8
0	0	0	0	0	0	0	0	0	0
1	1	0.0173	0.0656	0.016	0.314	0.166	88.1	-85.3	46
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
2	17	0.0361	0.0592	0.0066	0.058	0.243	31.2	-101.9	84.6
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
2	2	0.0192	0.0476	0.0099	0.165	0.073	171.7	-46.5	76.3
2	17	0.0145	0.0354	0.0094	0.198	0.187	43.1	102.9	108.9
