order	parent	diameter (m)	volume (L)	area (m^2)	length (m)	height (m)	angle (deg)	azimuth (deg)	zenith (deg)
0	0	0.0153	0.1181	0.0247	0.417	0	0	70.7	15.6
1	1	0.0061	0.003	0.002	0.102	0.055	64.7	109	78.5
2	12	0.005	0.0011	0.0008	0.054	0.055	87.4	175.2	44.3
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
1	1	0.0151	0.0662	0.016	0.313	0.348	21.4	81.8	32.6
1	1	0.0218	0.0477	0.0088	0.128	0.018	64.7	-20.3	74.8
