order	parent	diameter (m)	volume (L)	area (m^2)	length (m)	height (m)	angle (deg)	azimuth (deg)	zenith (deg)
0	0	0.0417	0.5799	0.0626	0.54	0	0	-22.4	80.3
0	0	0	0	0	0	0	0	0	0
2	48	0.018	0.023	0.006	0.134	0.072	161.9	-106.6	91.5
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
1	1	0.02	0.0703	0.0141	0.224	0.158	103.5	132.6	89.1
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
1	1	0.0338	0.1244	0.0171	0.2	0.14	18.8	-115.8	127.7
1	1	0.032	0.2073	0.0311	0.379	0.167	49.7	-11.8	52.7
1	1	0.0303	0.1542	0.0271	0.437	0.183	92.3	120.8	90
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
2	12	0.0172	0.0199	0.0046	0.085	0.222	71	-165.3	92.4
0	0	0	0	0	0	0	0	0	0
2	12	0.0175	0.0429	0.0087	0.143	0.231	94.3	-157.8	112.6
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
2	11	0.015	0.0178	0.0047	0.1	0.163	128.5	-65.8	71.5
0	0	0	0	0	0	0	0	0	0
2	12	0.0238	0.0488	0.0082	0.109	0.233	98.8	-22.8	127
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
2	13	0.0165	0.0597	0.0147	0.286	0.128	120.5	-164.1	90.1
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
2	13	0.0252	0.0689	0.0109	0.138	0.134	85.8	167.5	120.1
3	29	0.0192	0.0905	0.0189	0.314	0.135	88.3	-77.4	33.4
0	0	0	0	0	0	0	0	0	0
2	13	0.0135	0.0104	0.0031	0.073	0.107	41.3	17.8	116.4
0	0	0	0	0	0	0	0	0	0
4	33	0.0182	0.0213	0.0047	0.082	0.187	39	-37.7	60.8
0	0	0	0	0	0	0	0	0	0
4	33	0.0267	0.1087	0.0163	0.194	0.22	80.4	20.7	94.8
3	29	0.005	0.0022	0.0017	0.104	0.104	49.8	178.2	68.5
0	0	0	0	0	0	0	0	0	0
3	29	0.0156	0.0191	0.0049	0.1	0.139	130.8	-10.2	74.1
0	0	0.0264	0.0346	0.0052	0.063	0.165	0	48	12.7
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
4	33	0.0299	0.0904	0.0121	0.129	0.225	101.1	-96.5	131.6
1	1	0.019	0.0423	0.0089	0.15	0.054	35	65.2	72.3
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
3	32	0.0228	0.0481	0.0084	0.118	0.093	85.8	12.6	108.4
