order	parent	diameter (m)	volume (L)	area (m^2)	length (m)	height (m)	angle (deg)	azimuth (deg)	zenith (deg)
0	0	0.0428	0.4953	0.0569	0.527	0	0	-131.5	22.5
1	1	0.0261	0.0666	0.0102	0.124	0.011	29.5	119.8	60.4
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
1	1	0.0212	0.0398	0.0075	0.113	0.193	114.5	126.7	97.8
1	1	0.0233	0.0944	0.0158	0.21	0.325	67.3	-36.3	63
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
1	1	0.021	0.2533	0.0464	0.698	0.337	73.6	177.7	101.1
0	0	0	0	0	0	0	0	0	0
2	11	0.0163	0.0441	0.0123	0.284	0.334	92.6	115.5	105.7
3	34	0.0189	0.0295	0.0062	0.105	0.394	97.6	75	68
2	11	0.0228	0.0693	0.0122	0.17	0.331	151.1	87	92
0	0	0	0	0	0	0	0	0	0
3	13	0.0244	0.0508	0.0083	0.109	0.278	110.3	112.4	69.2
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
3	34	0.0194	0.0401	0.0083	0.135	0.486	137.6	117.8	142.5
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
2	11	0.0262	0.0367	0.0056	0.068	0.27	75.4	139.2	117.6
0	0	0	0	0	0	0	0	0	0
0	0	0.0191	0.0102	0.0021	0.036	0.101	0	150.4	30.5
2	11	0.0199	0.1157	0.024	0.395	0.348	88.8	-40.3	41.7
0	0	0	0	0	0	0	0	0	0
4	14	0.0221	0.0321	0.0058	0.083	0.376	155	-55.7	63.5
