order	parent	diameter (m)	volume (L)	area (m^2)	length (m)	height (m)	angle (deg)	azimuth (deg)	zenith (deg)
0	0	0.038	0.5872	0.0668	0.633	0	0	26.5	71.7
0	0	0	0	0	0	0	0	0	0
1	1	0.0285	0.1001	0.014	0.157	0.115	32.5	-5	77.5
1	1	0.0194	0.1015	0.0209	0.342	0.082	50.6	101.7	29
2	4	0.005	0.0022	0.0018	0.114	0.048	140.8	137.4	106.9
2	4	0.0319	0.1106	0.0139	0.139	0.081	98.5	-69.1	112.2
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
2	4	0.0184	0.0148	0.0032	0.056	0.125	106.9	-77.5	122.4
0	0	0	0	0	0	0	0	0	0
2	4	0.018	0.0244	0.0054	0.096	0.085	34.2	-9.7	77.1
1	1	0.0255	0.1197	0.0188	0.235	0.105	147.4	121.2	97.7
2	4	0.0306	0.0712	0.0093	0.097	0.055	62.8	119.6	102.4
