order	parent	diameter (m)	volume (L)	area (m^2)	length (m)	height (m)	angle (deg)	azimuth (deg)	zenith (deg)
0	0	0.033	0.406	0.042	0.352	0	0	21	62.6
1	1	0.0287	0.0547	0.0064	0.066	0.048	29.9	-50.3	53.8
1	1	0.0314	0.1306	0.0183	0.206	0.021	20.1	61.9	37.6
1	1	0.0145	0.0293	0.0078	0.165	0.077	65.5	-5.4	80.4
2	28	0.0277	0.1024	0.0151	0.177	0.014	43.9	-15.7	77.4
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
1	1	0.02	0.0302	0.006	0.096	0.163	135.8	110	60.9
1	1	0.0288	0.1912	0.026	0.284	0.157	113.3	74.2	57.4
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
2	18	0.0223	0.0296	0.0053	0.076	0.231	77.6	131.6	133.7
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
1	1	0.0379	0.2794	0.0295	0.249	0.009	148.9	-57.3	52.3
0	0	0	0	0	0	0	0	0	0
2	28	0.02	0.0735	0.0147	0.234	0.058	53.8	-3.4	82.8
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
3	21	0.0179	0.0253	0.0057	0.101	0.209	71.3	-119.7	134.7
