order	parent	diameter (m)	volume (L)	area (m^2)	length (m)	height (m)	angle (deg)	azimuth (deg)	zenith (deg)
0	0	0.0269	0.2484	0.0467	0.705	0	0	4.7	22.6
1	1	0.0193	0.0482	0.01	0.166	0.123	150.4	-153	149.8
1	1	0.0218	0.0982	0.0181	0.264	0.1	106.6	-53.3	67.7
1	1	0.005	0.0015	0.0012	0.075	0.121	128.9	-140.3	123.5
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
1	1	0.0222	0.2096	0.0416	0.662	0.169	49.4	65	53.4
1	1	0.0249	0.0983	0.0158	0.201	0.157	6.4	17.7	68.4
2	8	0.0094	0.0067	0.0031	0.119	0.209	133.3	137	124.8
1	1	0.022	0.0885	0.0184	0.31	0.16	92.6	-71.3	115.2
0	0	0	0	0	0	0	0	0	0
2	9	0.005	0.0011	0.0009	0.056	0.186	69.2	77.1	105.8
2	8	0.0202	0.0504	0.01	0.157	0.2	80.4	32.9	76.2
2	9	0.0196	0.0392	0.008	0.129	0.203	170.5	-128.9	115.8
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
1	1	0.005	0.0019	0.0015	0.099	0.123	89.1	-72.7	31.6
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
3	15	0.0242	0.0294	0.0049	0.064	0.205	128.5	-5.5	67.8
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
2	11	0.0094	0.0049	0.0023	0.091	0.159	51.5	15.3	94.3
0	0	0	0	0	0	0	0	0	0
0	0	0.027	0.0705	0.0104	0.123	0.155	0	-25.6	34.8
0	0	0	0	0	0	0	0	0	0
1	1	0.0173	0.0445	0.0099	0.174	0.173	111.8	-118.2	85.2
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
1	1	0.0177	0.0569	0.0125	0.218	0.16	78.3	68.5	80.1
0	0	0	0	0	0	0	0	0	0
2	8	0.025	0.1668	0.0267	0.341	0.241	93	166.8	154.8
0	0	0	0	0	0	0	0	0	0
1	1	0.0201	0.027	0.0054	0.085	0.168	33.8	1.5	58.9
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
0	0	0.0239	0.045	0.0075	0.101	0.153	0	-68.4	71.3
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
2	8	0.0394	0.034	0.0035	0.028	0.223	124.8	-30.2	135.8
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
2	8	0.0267	0.0377	0.0057	0.067	0.176	23.3	54.1	83
