order	parent	diameter (m)	volume (L)	area (m^2)	length (m)	height (m)	angle (deg)	azimuth (deg)	zenith (deg)
0	0	0.0272	0.2871	0.0401	0.447	0	0	-39.8	46.8
0	0	0	0	0	0	0	0	0	0
1	1	0.0169	0.3753	0.071	1.098	0.14	67.2	-72.4	48.1
1	1	0.0258	0.1378	0.0221	0.283	0.273	44.2	13.4	70
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
2	101	0.0214	0.0455	0.0085	0.126	0.192	15.5	-164.9	90
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
2	3	0.0249	0.0898	0.0144	0.185	0.212	115.8	16.8	126.2
0	0	0	0	0	0	0	0	0	0
2	3	0.0208	0.0504	0.0097	0.148	0.318	53.5	-71	82.4
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
2	3	0.0205	0.1818	0.0389	0.669	0.259	90.3	-171	84.6
2	3	0.0205	0.1001	0.0224	0.404	0.359	123.5	-129.1	71.1
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
3	19	0.0193	0.0349	0.0084	0.17	0.249	63.3	125.2	132.1
0	0	0	0	0	0	0	0	0	0
2	3	0.0173	0.0944	0.0188	0.3	0.3	124	33.9	142.7
0	0	0	0	0	0	0	0	0	0
4	104	0.0091	0.0067	0.0031	0.119	0.426	73.8	131.9	88.6
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
2	4	0.02	0.0362	0.0072	0.115	0.387	83.5	-117.3	31.9
2	4	0.0219	0.0387	0.0071	0.103	0.338	54.9	11.7	144.3
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
3	34	0.005	0.0025	0.002	0.127	0.214	31.8	120.3	125.4
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
2	3	0.019	0.0522	0.0115	0.203	0.354	122.3	-116.1	100.5
0	0	0	0	0	0	0	0	0	0
3	34	0.0375	0.3334	0.0356	0.302	0.23	69.4	105.1	85.8
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
