order	parent	diameter (m)	volume (L)	area (m^2)	length (m)	height (m)	angle (deg)	azimuth (deg)	zenith (deg)
0	0	0.0544	0.4159	0.0503	0.52	0	0	-92.6	1.3
0	0	0	0	0	0	0	0	0	0
1	1	0.029	0.1073	0.0145	0.156	0.112	138	45.6	73.9
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
1	1	0.0334	0.2051	0.0246	0.234	0.203	67.4	62	58.9
1	1	0.0204	0.088	0.0167	0.253	0.273	7.4	-145.6	91.3
1	1	0.0242	0.0681	0.0112	0.148	0.281	12.2	-83.9	64.7
0	0	0	0	0	0	0	0	0	0
1	1	0.0253	0.0851	0.0143	0.194	0.313	87.6	-47.4	60.8
2	9	0.0361	0.2894	0.0321	0.283	0.263	48.9	108	157.9
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
3	22	0.0398	0.1161	0.0117	0.093	0.301	83.8	114.8	131.5
2	12	0.0369	0.0223	0.0024	0.021	0.354	21.1	-0.9	78.4
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
2	9	0.0284	0.0393	0.0055	0.062	0.301	72.1	-153.2	101.5
2	12	0.0221	0.0436	0.0082	0.122	0.351	170	124.1	140.3
