order	parent	diameter (m)	volume (L)	area (m^2)	length (m)	height (m)	angle (deg)	azimuth (deg)	zenith (deg)
0	0	0.0258	0.2956	0.0448	0.543	0	0	-11.8	45.5
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
1	1	0.0183	0.1075	0.0205	0.32	0.102	53.8	-133.6	64.2
0	0	0	0	0	0	0	0	0	0
1	1	0.0242	0.0656	0.0113	0.155	0.138	75.2	9.8	58.8
0	0	0	0	0	0	0	0	0	0
2	5	0.005	0.0018	0.001	0.051	0.216	36.5	-33.6	82.6
2	5	0.0174	0.0193	0.005	0.111	0.147	81.7	62.1	30
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
2	5	0.0214	0.0239	0.0045	0.067	0.223	112.5	69.9	85.7
2	5	0.0164	0.0818	0.02	0.388	0.244	105.6	90.5	32.9
2	7	0.005	0.002	0.0016	0.102	0.197	149	39.4	150.8
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
1	1	0.0363	0.1006	0.0111	0.097	0.102	148.9	-95.9	54.2
3	19	0.0156	0.0248	0.0064	0.13	0.199	127.1	-53.9	61.2
0	0	0	0	0	0	0	0	0	0
1	1	0.005	0.0015	0.0012	0.075	0.127	68.8	-33.6	108.6
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
1	1	0.0151	0.0164	0.0044	0.094	0.102	100.8	-165.6	117.2
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
3	9	0.005	0.0023	0.0018	0.117	0.223	72.7	153.5	59.4
0	0	0.0229	0.0471	0.0082	0.115	0.056	0	7.6	117.7
