order	parent	diameter (m)	volume (L)	area (m^2)	length (m)	height (m)	angle (deg)	azimuth (deg)	zenith (deg)
0	0	0.026	0.2365	0.0362	0.44	0	0	149.1	45.4
1	1	0.0226	0.267	0.0508	0.783	0.116	115.6	70	84.4
0	0	0	0	0	0	0	0	0	0
1	1	0.0249	0.1117	0.0179	0.229	0.165	77.2	83	70.3
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
2	2	0.0257	0.096	0.0149	0.185	0.202	71.2	-54.6	69
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
1	1	0.0253	0.0287	0.0045	0.057	0.194	58	53	60.3
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
3	7	0.0242	0.0497	0.0082	0.108	0.242	129.8	107.2	96.6
1	1	0.0268	0.0617	0.0092	0.11	0.225	138.7	-97.3	150.2
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
1	1	0.0191	0.2219	0.0418	0.634	0.227	61.9	-32	63.8
1	1	0.0401	0.127	0.0127	0.101	0.218	101.6	-13.2	77.9
1	1	0.0213	0.0807	0.016	0.26	0.225	103.4	-20.4	134.6
2	2	0.0211	0.0904	0.0179	0.282	0.299	35.8	-164.1	110
2	21	0.0181	0.027	0.0061	0.109	0.265	46.9	-84.1	65.8
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
3	53	0.0235	0.0426	0.0072	0.098	0.173	141.7	12.1	105.1
0	0	0	0	0	0	0	0	0	0
3	24	0.0145	0.009	0.0025	0.055	0.324	66.4	-64.8	142.7
2	21	0.0211	0.0256	0.0049	0.073	0.251	115.4	99	68
2	21	0.0198	0.0448	0.009	0.145	0.251	81.7	-136.7	151.3
2	21	0.0181	0.0309	0.0068	0.12	0.251	117.8	79.9	170.9
2	21	0.016	0.0597	0.0129	0.225	0.243	22	11.4	106
0	0	0	0	0	0	0	0	0	0
2	2	0.0165	0.0357	0.008	0.145	0.46	152.2	-7.6	139.2
2	2	0.005	0.0012	0.0009	0.059	0.524	22.4	-80	52.9
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
2	21	0.0195	0.0345	0.0071	0.116	0.118	80.4	-59.8	10.2
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
3	43	0.0274	0.0322	0.0047	0.055	0.197	48.5	134.7	86.9
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
2	21	0.0155	0.0212	0.0055	0.113	0.263	113.4	-106.2	170.7
2	23	0.005	0.0015	0.0012	0.078	0.166	99.8	108.6	88
3	24	0.0166	0.0107	0.0026	0.049	0.328	8.1	135	48.7
