order	parent	diameter (m)	volume (L)	area (m^2)	length (m)	height (m)	angle (deg)	azimuth (deg)	zenith (deg)
0	0	0.026	0.3787	0.0452	0.441	0	0	89.6	26.9
1	1	0.0309	0.3773	0.051	0.552	0.234	107.1	-171.7	30.9
1	1	0.0247	0.0546	0.0093	0.13	0.103	104.6	-116.1	109.4
1	1	0.0319	0.2058	0.0309	0.383	0.146	123.5	-51.2	93.6
1	1	0.0355	0.2518	0.0343	0.393	0.186	161.2	-69.6	136.3
1	1	0.0305	0.3361	0.051	0.642	0.174	76.5	141.9	68.4
1	1	0.0233	0.0632	0.0109	0.149	0.229	59.1	-12.5	125.6
2	2	0.0258	0.1484	0.0227	0.277	0.345	104.1	133.4	138.6
2	2	0.0261	0.1795	0.03	0.404	0.35	88.2	-50.1	68.3
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
2	2	0.0252	0.3089	0.0567	0.846	0.398	79	120.2	126.9
2	4	0.0249	0.0531	0.0085	0.109	0.144	33.4	-102.5	98.8
2	4	0.0545	0.2518	0.0185	0.108	0.1	99.6	78.8	133.5
3	47	0.02	0.043	0.0086	0.137	0.165	65.1	-44.5	45.2
0	0	0	0	0	0	0	0	0	0
2	6	0.0227	0.0529	0.0097	0.142	0.202	119.5	-76.3	91
3	9	0.0266	0.1116	0.0168	0.201	0.384	70.5	31.1	136.5
3	9	0.0188	0.0332	0.0074	0.13	0.389	51.2	18.1	110.2
3	9	0.0266	0.0955	0.0143	0.171	0.468	123.4	141.8	129
4	49	0.0196	0.0277	0.0057	0.092	0.413	106.4	67.1	55
3	12	0.0239	0.0347	0.0058	0.077	0.321	111.8	-31.5	49.1
0	0	0	0	0	0	0	0	0	0
2	4	0.0107	0.0077	0.0029	0.086	0.133	152.8	114.8	98.7
2	6	0.0216	0.028	0.0052	0.076	0.226	89.2	-32.5	63.8
3	17	0.018	0.0111	0.0025	0.044	0.2	41.1	-40.1	112.3
4	20	0.0278	0.0597	0.0086	0.098	0.463	143	-172.7	111.8
0	0	0	0	0	0	0	0	0	0
3	9	0.0123	0.0065	0.002	0.048	0.524	118.6	46.2	167.1
2	2	0.014	0.0101	0.0029	0.065	0.473	68.5	-7.8	65.7
0	0	0	0	0	0	0	0	0	0
3	12	0.0263	0.0877	0.0133	0.161	0.287	82.3	155.3	93.5
2	6	0.0184	0.0409	0.0089	0.154	0.149	112.2	7.5	93.3
3	12	0.0102	0.0052	0.002	0.064	0.312	140.6	-158	31.2
3	12	0.0159	0.0248	0.0062	0.125	0.286	144.2	-4.8	100.7
4	32	0.0173	0.0279	0.006	0.105	0.26	87.8	-154.9	101.1
3	33	0.0183	0.017	0.0037	0.064	0.177	52.6	-134.1	88.6
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
3	12	0.0186	0.0189	0.0041	0.07	0.221	82.1	59.3	96.4
3	12	0.0189	0.0647	0.0131	0.211	0.203	91.3	-135.8	80.7
3	12	0.0188	0.0391	0.0083	0.141	0.218	3.9	173.2	115.7
0	0	0	0	0	0	0	0	0	0
1	1	0.0247	0.0646	0.0104	0.134	0.025	34.7	121.6	41.4
2	2	0.0244	0.0695	0.0114	0.149	0.379	78.7	-89.8	122.5
2	4	0.0211	0.0472	0.0091	0.139	0.175	72.7	-101.4	126.1
3	8	0.0223	0.0505	0.009	0.129	0.325	43.8	154	98.3
3	9	0.0174	0.0297	0.0069	0.129	0.433	129.7	16.1	139.1
3	12	0.0163	0.046	0.0113	0.222	0.311	132.1	-75.6	49.9
