order	parent	diameter (m)	volume (L)	area (m^2)	length (m)	height (m)	angle (deg)	azimuth (deg)	zenith (deg)
0	0	0.0376	1.2742	0.1035	0.697	0	0	74.8	73.2
1	1	0.0556	2.3689	0.1732	1.013	0.134	89.3	-114.4	38.7
2	13	0.0337	0.3329	0.0385	0.355	0.14	97.3	64.1	44.3
2	13	0.0267	0.1623	0.0243	0.289	0.235	101.2	-136.7	32
2	13	0.0396	0.5206	0.0525	0.422	0.211	50.9	-105.3	94.9
2	13	0.0372	0.528	0.0568	0.487	0.074	27.8	111.2	88.2
2	13	0.024	0.2777	0.0463	0.614	0.186	30.5	-13.1	81.1
2	2	0.0426	1.1348	0.1089	0.838	0.178	36.3	11.1	83.9
0	0	0	0	0	0	0	0	0	0
3	14	0.0309	0.2213	0.0287	0.295	0.11	139.3	171.4	114.2
3	14	0.0266	0.1156	0.0174	0.208	0.101	71.4	-57.2	105.5
0	0	0	0	0	0	0	0	0	0
1	1	0.0556	2.9904	0.2208	1.299	0.094	133.7	-72.1	99.1
2	2	0.0528	2.5572	0.2093	1.419	0.156	67	-51.9	104.1
