order	parent	diameter (m)	volume (L)	area (m^2)	length (m)	height (m)	angle (deg)	azimuth (deg)	zenith (deg)
0	0	0.0367	0.3353	0.0387	0.358	0	0	33.3	46.8
1	1	0.0305	1.0136	0.1315	1.36	0.123	68.5	-97.5	91.4
1	1	0.0305	1.6588	0.2214	2.353	0.067	125.5	80.2	90.8
2	2	0.0336	0.2256	0.0269	0.255	0.055	29.7	-112.5	48.6
2	2	0.0233	0.0841	0.0144	0.196	0.059	114.9	-168.1	99.6
3	22	0.0235	0.0479	0.0082	0.111	0.092	84.3	-78.7	6.6
3	22	0.0269	0.0666	0.0099	0.117	0.028	71.6	-104.6	39.8
2	3	0.0351	1.3664	0.1597	1.492	0.065	106.9	6.8	93.5
0	0	0	0	0	0	0	0	0	0
2	3	0.0269	0.0548	0.0081	0.096	0.066	129.9	-175.3	65.9
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
2	3	0.0343	0.5041	0.0588	0.545	0.071	61.3	-24.1	56
2	3	0.0376	0.4884	0.052	0.441	0.281	76.2	-9.2	68.6
2	3	0.0437	0.6342	0.0581	0.423	0.399	42.1	-4.3	72.3
0	0	0	0	0	0	0	0	0	0
2	3	0.044	0.3398	0.0309	0.223	0.417	57.9	-47	88
2	3	0.0339	0.3482	0.0411	0.386	0.408	67.1	39.9	86.3
2	2	0.0251	0.088	0.014	0.178	0.043	85.2	39	99.6
2	2	0.0317	0.1575	0.0199	0.2	0.044	27.2	-15.2	83.5
1	1	0.0164	0.0764	0.0214	0.521	0.087	128.6	94.9	101.3
2	2	0.0469	0.7748	0.0689	0.499	0.022	138.4	-151.7	102.8
2	3	0.0279	0.2281	0.0327	0.372	0.422	100.5	6.8	52.7
