order	parent	diameter (m)	volume (L)	area (m^2)	length (m)	height (m)	angle (deg)	azimuth (deg)	zenith (deg)
0	0	0.027	0.0773	0.0115	0.135	0	0	-169	28.1
1	1	0.02	0.0317	0.0063	0.101	0.032	138.8	110.4	87.3
0	0	0	0	0	0	0	0	0	0
1	1	0.0359	0.4816	0.0536	0.476	0.072	34.4	161.2	29.3
2	4	0.0229	0.2085	0.0342	0.454	0.122	146	159.9	84.7
2	4	0.017	0.0226	0.0051	0.093	0.128	147.5	112.9	112.3
0	0	0	0	0	0	0	0	0	0
3	5	0.0281	0.0653	0.0093	0.105	0.115	89.6	-123.9	159.4
0	0	0.0197	0.0175	0.0036	0.057	0.102	0	-87.8	126.7
3	5	0.0219	0.0238	0.0042	0.06	0.107	77.1	-48.6	23.7
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
3	5	0.0213	0.0539	0.01	0.149	0.132	147.1	-51.1	84.2
