order	parent	diameter (m)	volume (L)	area (m^2)	length (m)	height (m)	angle (deg)	azimuth (deg)	zenith (deg)
0	0	0.0424	0.2023	0.0245	0.262	0	0	110.8	55.8
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
1	1	0.0192	0.2971	0.065	1.137	0.162	34.8	-122.8	55.7
2	4	0.0202	0.0899	0.0178	0.28	0.181	116.5	-17	115.7
3	5	0.0103	0.0101	0.0043	0.159	0.172	59.3	43.6	99.9
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
2	4	0.0244	0.0893	0.0146	0.19	0.206	22.7	106.4	151.9
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
2	4	0.0182	0.0954	0.0217	0.395	0.304	31.2	-130	113.9
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
2	4	0.0164	0.0645	0.0167	0.346	0.241	81.8	-74.1	81.8
2	4	0.005	0.0023	0.0019	0.118	0.222	20.7	-158.1	35.3
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
3	13	0.0148	0.0972	0.0238	0.463	0.31	117.4	11.8	133.4
3	19	0.0153	0.0321	0.0084	0.175	0.298	142.5	-126.1	132.2
3	20	0.005	0.0026	0.0021	0.133	0.265	33.9	136.6	29.4
2	4	0.0184	0.0351	0.0076	0.132	0.346	109.2	-121.3	131.1
0	0	0	0	0	0	0	0	0	0
3	13	0.0268	0.1322	0.0197	0.234	0.346	143.5	-89.8	104.1
2	4	0.0249	0.0418	0.0067	0.086	0.332	90.8	89.2	56
2	4	0.005	0.0019	0.0015	0.097	0.328	93.4	54.2	42.9
0	0	0	0	0	0	0	0	0	0
2	4	0.017	0.074	0.0185	0.369	0.352	37.3	-137.9	95
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
4	23	0.0209	0.0631	0.0121	0.185	0.271	51.6	105.9	129.2
3	13	0.0278	0.1897	0.0273	0.313	0.346	99.5	-163.9	163.3
4	28	0.0185	0.0085	0.0018	0.032	0.353	154.2	70.5	163.1
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
3	32	0.022	0.0415	0.0075	0.109	0.344	108	-26.7	109.9
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
4	23	0.005	0.0022	0.0016	0.088	0.258	109.7	-140.3	134.4
3	13	0.0128	0.0192	0.006	0.149	0.351	39.6	127.2	69
0	0	0	0	0	0	0	0	0	0
5	37	0.0261	0.0503	0.0077	0.094	0.354	152.2	-177.9	29.6
0	0	0	0	0	0	0	0	0	0
2	4	0.0174	0.1705	0.0416	0.813	0.385	138	-40.3	119.6
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
2	4	0.0172	0.0256	0.0061	0.115	0.365	46.7	63.2	76.9
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
4	23	0.0227	0.089	0.0157	0.219	0.245	61.3	50.4	86
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
2	4	0.005	0.0026	0.0021	0.134	0.381	62.7	97.6	85.2
3	53	0.0211	0.1463	0.0277	0.418	0.247	57.9	-52.7	82.9
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
3	53	0.0228	0.0571	0.01	0.14	0.24	91.7	-57.8	135.7
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
3	60	0.0163	0.0257	0.0063	0.123	0.389	145.2	142.3	28.3
4	68	0.044	0.1553	0.0141	0.102	0.293	99.4	-55.7	45.4
3	53	0.0234	0.2334	0.0399	0.542	0.235	127.4	90.3	167.7
3	53	0.005	0.0017	0.0013	0.085	0.204	64.1	59.3	98.5
3	32	0.0171	0.0192	0.0045	0.084	0.379	126.3	-104.7	93.8
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
2	4	0.0174	0.07	0.0173	0.342	0.354	47.8	-125.2	109.8
0	0	0	0	0	0	0	0	0	0
4	78	0.005	0.0014	0.0011	0.072	0.167	104.8	52.6	40.8
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
3	53	0.0148	0.0309	0.0083	0.179	0.109	106.9	149.8	99.4
4	68	0.0176	0.0243	0.0061	0.128	0.31	60.1	167.7	130.6
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
4	78	0.0163	0.0206	0.005	0.098	0.101	40.7	22.2	138.4
3	53	0.0334	0.091	0.0109	0.104	0.113	41.2	-118.6	143.9
0	0	0	0	0	0	0	0	0	0
3	90	0.0151	0.0223	0.0059	0.124	0.401	69.9	113.2	87.6
0	0	0	0	0	0	0	0	0	0
4	68	0.0134	0.0235	0.007	0.167	0.312	66.5	169.6	107.8
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
4	106	0.0144	0.0239	0.0066	0.147	0.445	38.2	97.9	132.5
0	0	0	0	0	0	0	0	0	0
3	53	0.0173	0.0246	0.0057	0.105	0.035	92	-75.3	40.5
2	4	0.0146	0.0167	0.0046	0.099	0.368	68.8	100.7	53.8
2	4	0.0149	0.0183	0.0056	0.141	0.38	50.1	-172.9	67
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
5	108	0.0127	0.0161	0.0051	0.127	0.276	47	5.7	99.7
0	0	0	0	0	0	0	0	0	0
2	4	0.0172	0.0262	0.0068	0.142	0.386	68.5	73.7	83.5
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
0	0	0.0321	0.0682	0.0093	0.102	0.08	0	-178.9	134.5
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
4	49	0.0065	0.0024	0.0017	0.097	0.375	112.4	-130.6	129.8
