order	parent	diameter (m)	volume (L)	area (m^2)	length (m)	height (m)	angle (deg)	azimuth (deg)	zenith (deg)
0	0	0.0487	0.2404	0.0276	0.298	0	0	51.4	44.4
1	1	0.0188	0.0519	0.0115	0.212	-0.026	21	81.7	44.1
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
2	20	0.0208	0.0365	0.007	0.108	0.161	110	-69.2	45.9
2	20	0.0212	0.0286	0.006	0.101	0.162	68.3	113.6	55.5
0	0	0	0	0	0	0	0	0	0
2	20	0.0181	0.0417	0.0104	0.218	0.16	79	-122.3	111.8
0	0	0	0	0	0	0	0	0	0
1	1	0.0161	0.0754	0.0165	0.292	0.031	131.7	82.8	60.7
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
3	8	0.0172	0.0145	0.0034	0.063	0.14	43	-165.6	100.3
1	1	0.0088	0.0096	0.0046	0.179	0.048	46.7	-109.4	89.4
0	0	0	0	0	0	0	0	0	0
2	17	0.0148	0.0266	0.0072	0.156	0.051	45.1	-64.4	88.4
1	1	0.0235	0.1548	0.0305	0.49	0.023	102.1	-165	65.1
0	0	0	0	0	0	0	0	0	0
3	19	0.014	0.0141	0.004	0.091	0.081	99.3	70.1	87.6
