order	parent	diameter (m)	volume (L)	area (m^2)	length (m)	height (m)	angle (deg)	azimuth (deg)	zenith (deg)
0	0	0.0527	0.2207	0.0319	0.415	0	0	57.3	21.6
0	0	0	0	0	0	0	0	0	0
1	1	0.0174	0.1378	0.0309	0.557	0.047	149.4	-10.1	99.2
2	20	0.0232	0.0345	0.006	0.082	0.014	65.5	154.3	43.1
0	0	0	0	0	0	0	0	0	0
2	3	0.0129	0.0505	0.0146	0.339	0.038	93	50.6	65
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
1	1	0.0205	0.0861	0.0168	0.261	0.159	114.3	-75.9	134.7
1	1	0.005	0.0024	0.0019	0.124	0.151	68.1	171.3	88.3
1	1	0.024	0.0503	0.0095	0.145	0.149	57.1	154.5	85.7
1	1	0.0231	0.0305	0.0053	0.073	0.173	73.6	-112.7	69.8
2	10	0.0185	0.0287	0.0062	0.106	0.129	174.1	-13.3	102.1
0	0	0	0	0	0	0	0	0	0
2	10	0.0195	0.0452	0.0093	0.152	0.129	127.1	-34	117.3
2	3	0.015	0.037	0.0083	0.148	0.042	82.2	-122.3	110.4
0	0	0	0	0	0	0	0	0	0
2	3	0.014	0.0157	0.0045	0.102	0.07	101.6	70.6	89.6
1	1	0.0222	0.0576	0.0117	0.194	0.026	98.7	87.4	125.1
