order	parent	diameter (m)	volume (L)	area (m^2)	length (m)	height (m)	angle (deg)	azimuth (deg)	zenith (deg)
0	0	0.0153	0.0878	0.0204	0.395	0	0	9.5	16.1
1	1	0.005	0.0014	0.0011	0.07	0.065	88	103.6	105.9
1	1	0.005	0.0016	0.0013	0.083	0.074	93.2	-89.1	90.8
0	0	0	0	0	0	0	0	0	0
3	12	0.018	0.025	0.0056	0.098	0.054	79.6	78.2	32.9
0	0	0	0	0	0	0	0	0	0
2	2	0.005	0.0013	0.001	0.066	0.061	78.9	36	51.4
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
1	1	0.018	0.0735	0.0166	0.3	0.331	21.3	75.6	41.6
1	1	0.005	0.0018	0.0014	0.091	0.049	105.2	-49.3	109.4
2	2	0.0189	0.0169	0.0036	0.06	0.062	49.4	51.5	113.8
