order	parent	diameter (m)	volume (L)	area (m^2)	length (m)	height (m)	angle (deg)	azimuth (deg)	zenith (deg)
0	0	0.0205	0.121	0.024	0.385	0	0	44.7	47
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
1	1	0.0187	0.5852	0.1249	2.122	0.112	130.6	48.6	78
2	5	0.005	0.0013	0.001	0.067	0.104	87.9	154.5	91.8
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
2	5	0.0154	0.0778	0.0188	0.362	0.145	56.4	49.3	80.6
3	9	0.0168	0.0417	0.011	0.239	0.186	83.4	-108.8	28.4
0	0	0	0	0	0	0	0	0	0
2	5	0.025	0.0391	0.0063	0.08	0.247	108.6	81.2	154.1
