order	parent	diameter (m)	volume (L)	area (m^2)	length (m)	height (m)	angle (deg)	azimuth (deg)	zenith (deg)
0	0	0.024	0.2522	0.0437	0.605	0	0	-32.6	46.6
0	0	0	0	0	0	0	0	0	0
2	95	0.024	0.0542	0.009	0.12	0.322	57.9	46.1	83.1
2	95	0.005	0.0017	0.0013	0.085	0.333	27.4	-25.5	107
2	95	0.005	0.0026	0.002	0.13	0.297	29.1	-62	142.5
0	0	0	0	0	0	0	0	0	0
2	95	0.005	0.0014	0.0011	0.072	0.313	115	26.5	61.6
2	95	0.0172	0.0211	0.0049	0.09	0.322	115.5	-134.6	99.4
1	1	0.0199	0.3019	0.0639	1.089	0.332	31	118.2	61.7
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
2	95	0.018	0.025	0.0055	0.098	0.345	24.8	90.2	153.4
1	1	0.0206	0.044	0.0086	0.133	0.34	131.2	-26.2	68.8
0	0	0	0	0	0	0	0	0	0
0	0	0.0256	0.0309	0.0048	0.06	0.204	0	-177.2	69.3
0	0	0	0	0	0	0	0	0	0
2	9	0.0188	0.1113	0.0237	0.4	0.395	76.2	110.1	155.6
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
3	19	0.0179	0.0272	0.0061	0.109	0.395	125.2	-147.4	74.6
0	0	0	0	0	0	0	0	0	0
3	19	0.0248	0.0834	0.0135	0.173	0.458	44.4	111.7	72.7
0	0	0	0	0	0	0	0	0	0
4	101	0.0171	0.0099	0.0023	0.043	0.417	139.6	171.5	73.1
2	95	0.0154	0.0379	0.0096	0.193	0.294	8.5	-103.8	101.7
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
4	24	0.0199	0.0336	0.0068	0.108	0.458	50.5	-141.1	78.6
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
2	95	0.0184	0.0346	0.008	0.149	0.288	0.7	-96.7	98.6
2	95	0.005	0.0013	0.0011	0.068	0.286	92.2	171.8	92.4
0	0	0	0	0	0	0	0	0	0
3	33	0.005	0.0011	0.0009	0.055	0.281	134.1	32.1	81.2
3	33	0.0158	0.0194	0.0049	0.099	0.283	46.3	-128	63.8
0	0	0	0	0	0	0	0	0	0
2	95	0.0216	0.0943	0.0175	0.257	0.3	98.3	-138.3	85.1
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
2	9	0.0182	0.0719	0.017	0.323	0.522	54.4	101.1	127.9
0	0	0	0	0	0	0	0	0	0
3	44	0.0173	0.0205	0.0048	0.088	0.542	141.5	104	127.5
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
2	9	0.0137	0.0251	0.0073	0.17	0.543	25	93	51.5
2	9	0.0184	0.0246	0.0053	0.092	0.585	89.9	-167.5	49.3
3	44	0.0134	0.0217	0.0065	0.153	0.638	138.3	102.8	143.4
0	0	0	0	0	0	0	0	0	0
2	9	0.0175	0.1619	0.0384	0.727	0.56	76	45.4	24
2	9	0.0191	0.063	0.0142	0.259	0.569	92.3	-165.8	96.4
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
4	104	0.0169	0.0426	0.0101	0.189	0.659	53.8	-48.6	72.3
4	104	0.0298	0.0541	0.0073	0.078	0.636	82.6	-158.9	151.7
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
3	56	0.0165	0.0302	0.0073	0.142	0.645	81.2	-39.9	71.9
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
5	66	0.017	0.0268	0.0063	0.118	0.675	49.4	-148	106.4
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
3	56	0.008	0.0038	0.0019	0.076	0.715	56.1	39.3	149.4
0	0	0	0	0	0	0	0	0	0
4	104	0.0121	0.0195	0.0065	0.171	0.6	137.3	-159	67.3
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
5	84	0.005	0.0018	0.0014	0.09	0.626	136.5	4.4	57.4
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
4	104	0.0168	0.0299	0.0071	0.133	0.604	39.1	-45.7	59.1
3	56	0.0143	0.0142	0.004	0.088	0.732	113.6	24.3	92.7
4	93	0.0225	0.0343	0.0061	0.086	0.729	39.1	-29.2	116.4
1	1	0.0204	0.3326	0.0693	1.169	0.285	73.2	-53.2	108.5
2	95	0.0191	0.0151	0.0032	0.053	0.324	65.4	-44.2	148.8
