order	parent	diameter (m)	volume (L)	area (m^2)	length (m)	height (m)	angle (deg)	azimuth (deg)	zenith (deg)
0	0	0.0995	4.0477	0.1622	0.518	0	0	36	34.4
1	1	0.0904	4.3383	0.2426	1.207	0.045	127.2	161.3	72.3
2	15	0.0552	1.8093	0.1459	0.971	0.148	41.7	176.3	68.9
2	15	0.0406	0.5301	0.0522	0.41	0.125	85.1	172.7	42.7
2	15	0.0335	0.3958	0.0467	0.439	0.145	109	62.7	47
3	16	0.0384	0.4117	0.0429	0.355	0.474	169.2	-80.2	127.2
3	16	0.035	0.6096	0.0697	0.634	0.497	178.1	-84.9	139.3
3	16	0.0421	0.7421	0.0723	0.564	0.578	32.2	-167.9	116.2
2	2	0.0327	0.1331	0.0163	0.158	0.292	67.9	152.1	75.6
2	2	0.0469	0.433	0.0369	0.25	0.403	115.2	-34	99.8
2	2	0.0178	0.0628	0.0141	0.252	0.463	168.6	-50.3	116.4
3	3	0.0188	0.0877	0.0186	0.315	0.517	176.6	-159.1	131.6
3	3	0.0317	0.1277	0.0161	0.161	0.493	94.8	129.2	76.9
2	15	0.0266	0.2502	0.0376	0.449	0.078	151.4	141.4	88
1	1	0.0921	3.7251	0.196	0.851	0.154	13.3	-62.8	82
2	15	0.0834	2.6722	0.1529	0.75	0.21	28.5	-71.1	54.5
3	4	0.0364	0.1854	0.0204	0.178	0.254	29.2	128.7	25.3
3	16	0.0446	0.7626	0.0685	0.489	0.447	135.8	-118.1	81.2
