order	parent	diameter (m)	volume (L)	area (m^2)	length (m)	height (m)	angle (deg)	azimuth (deg)	zenith (deg)
0	0	0.0417	0.2888	0.0443	0.578	0	0	-51.7	52.3
1	1	0.0193	0.0535	0.0111	0.184	-0.026	34.8	-11.2	61.5
1	1	0.0231	0.0948	0.0164	0.227	0.114	72.4	111.9	102.6
0	0	0	0	0	0	0	0	0	0
1	1	0.0195	0.0348	0.0071	0.116	0.106	20.9	-82.3	74.8
1	1	0.031	0.2188	0.0282	0.29	0.13	123.6	77.2	17.8
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
1	1	0.0191	0.0366	0.0077	0.128	0.128	95	174.3	109.3
2	3	0.02	0.0425	0.0085	0.135	0.117	52.8	74.3	96.7
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
1	1	0.0239	0.1568	0.0299	0.46	0.111	110	-141.8	79.1
1	1	0.0255	0.0464	0.0075	0.097	0.126	9.8	-19.9	54.9
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
2	20	0.019	0.0743	0.0168	0.304	0.142	131	-54.4	101.4
2	20	0.019	0.033	0.0069	0.116	0.139	107.6	78.4	115
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
1	1	0.0184	0.0519	0.0111	0.187	0.081	91.6	42.6	77.5
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
2	20	0.0169	0.0323	0.0071	0.124	0.118	90.6	-9.8	79.7
3	44	0.0192	0.0346	0.0072	0.12	0.134	115	63.3	77.1
0	0	0	0	0	0	0	0	0	0
1	1	0.0195	0.0688	0.0141	0.229	0.114	178.5	94.8	117.8
2	3	0.0135	0.0179	0.0053	0.124	0.15	39.4	32.1	100.3
0	0	0	0	0	0	0	0	0	0
0	0	0.0346	0.0554	0.0076	0.088	0.035	0	-35.8	47.1
