order	parent	diameter (m)	volume (L)	area (m^2)	length (m)	height (m)	angle (deg)	azimuth (deg)	zenith (deg)
0	0	0.0418	1.5621	0.0974	0.512	0	0	-7	45.8
1	1	0.0316	0.2332	0.0283	0.275	0.157	66.6	141.6	99.7
1	1	0.0397	1.0052	0.1006	0.804	0.072	17.7	17.4	47.1
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
1	1	0.0458	0.5115	0.0466	0.339	0.311	129.6	126.4	100
2	56	0.0426	0.6776	0.0637	0.476	0.037	75.4	-7	49.4
2	56	0.031	0.285	0.0368	0.379	0.298	49.7	136.7	87
2	56	0.0368	0.5034	0.0554	0.489	0.21	23.1	35.2	68.2
2	56	0.0368	0.6697	0.0728	0.63	0.211	56.4	46.5	63.2
2	56	0.0171	0.0409	0.0096	0.178	0.349	9.4	70.5	29
3	58	0.0355	0.6861	0.0808	0.764	0.252	160.7	-23.7	97.7
3	58	0.0351	0.3245	0.0369	0.335	0.129	75.6	-79.7	57.8
3	58	0.019	0.0534	0.0112	0.188	0.253	59.8	-160.3	105.6
3	58	0.0346	0.5792	0.0669	0.615	0.367	48.3	-18.6	88.4
0	0	0	0	0	0	0	0	0	0
4	62	0.0241	0.1884	0.0313	0.414	0.348	73.3	-75.1	107.4
0	0	0	0	0	0	0	0	0	0
4	62	0.0275	0.204	0.0297	0.344	0.401	58	-88.1	109.1
0	0	0	0	0	0	0	0	0	0
2	3	0.0311	0.1804	0.0222	0.218	0.189	104.9	-114.1	112.8
2	3	0.0368	0.2726	0.0309	0.282	0.162	68.3	72.7	89.5
2	3	0.0248	0.0851	0.0137	0.176	0.129	158.1	-3.9	119.2
2	3	0.0356	0.2938	0.0349	0.33	0.172	98.9	-169	67.1
2	3	0.0342	0.1851	0.0226	0.22	0.154	68	14.8	128
2	3	0.0362	0.2342	0.0266	0.241	0.17	66.6	-165.4	68.1
2	6	0.034	0.2441	0.0287	0.269	0.224	44.5	163.3	82.3
2	56	0.0229	0.215	0.0344	0.449	0.36	106.7	176	73
0	0	0	0	0	0	0	0	0	0
4	12	0.0288	0.1116	0.0155	0.172	0.118	175	103.7	84
0	0	0	0	0	0	0	0	0	0
4	12	0.0274	0.1047	0.0153	0.177	0.111	78.1	11.8	44.7
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
3	58	0.034	0.3772	0.0451	0.429	0.362	101.4	1.1	109.1
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
4	15	0.0241	0.0894	0.0149	0.196	0.294	13	65.6	60.4
0	0	0	0	0	0	0	0	0	0
4	62	0.0251	0.0455	0.0072	0.092	0.643	30.9	168.8	28.5
0	0	0	0	0	0	0	0	0	0
3	28	0.0457	0.2402	0.021	0.146	0.499	157.9	70.5	145
2	56	0.0357	0.2632	0.0302	0.277	0.324	103.3	29.6	90.1
2	56	0.045	0.3984	0.0354	0.251	0.392	103.8	82	124.1
0	0	0	0	0	0	0	0	0	0
2	56	0.0354	0.1429	0.0161	0.145	0.341	83.2	-177.1	92.9
2	56	0.02	0.0513	0.0103	0.163	0.393	37.8	-92.3	42.1
5	30	0.0288	0.0631	0.0088	0.097	0.119	88.5	93	89.6
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
4	64	0.0311	0.1658	0.0214	0.219	0.323	26.9	16.5	126.5
1	1	0.0397	1.2471	0.1329	1.137	0.013	45.8	-111.4	52.1
2	3	0.027	0.0596	0.0088	0.104	0.153	23.5	-109.8	64.3
2	56	0.0375	1.0834	0.1199	1.061	0.152	104.6	-111.9	127.2
3	24	0.0234	0.0354	0.0061	0.083	0.155	61.4	-69.6	11.5
3	57	0.0456	0.164	0.0144	0.101	0.17	84.8	-18.6	75.5
3	7	0.0169	0.0227	0.0054	0.102	0.297	79.1	74.9	82.6
3	58	0.0347	0.413	0.0492	0.467	0.337	135.1	-33	44.3
3	28	0.0363	0.0782	0.0086	0.076	0.368	37.1	-128.1	72
3	47	0.0371	0.2191	0.0236	0.203	0.337	96.8	-170.9	121.9
4	12	0.0325	0.1466	0.018	0.176	0.135	69.9	-150.6	50.9
0	0	0	0	0	0	0	0	0	0
4	62	0.0329	0.3033	0.0394	0.412	0.461	76.1	-160	54.7
4	37	0.0443	0.0817	0.0074	0.053	0.185	46.6	165.6	111.9
4	45	0.0742	0.3335	0.018	0.077	0.419	132.8	-28.7	40.9
