order	parent	diameter (m)	volume (L)	area (m^2)	length (m)	height (m)	angle (deg)	azimuth (deg)	zenith (deg)
0	0	0.0144	0.1505	0.0347	0.65	0	0	-28.3	65.1
1	1	0.0137	0.0242	0.0082	0.234	0.052	56.1	140.4	31.8
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
1	1	0.0177	0.0249	0.0056	0.101	0.213	97.9	146.9	80.7
1	1	0.0188	0.0241	0.0051	0.087	0.193	49.2	-173.9	22.5
0	0	0	0	0	0	0	0	0	0
1	1	0.0129	0.0461	0.014	0.34	0.157	116.5	-173.2	135.8
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
1	1	0.0163	0.0198	0.0049	0.095	0.009	119.4	110.5	69.5
