order	parent	diameter (m)	volume (L)	area (m^2)	length (m)	height (m)	angle (deg)	azimuth (deg)	zenith (deg)
0	0	0.048	0.5192	0.0537	0.459	0	0	-86.1	15.3
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
1	1	0.0167	0.0305	0.0073	0.139	0.192	165.8	22.5	129.8
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
1	1	0.0285	0.0714	0.01	0.112	0.179	96.9	-10.4	167.3
1	1	0.024	0.4494	0.0788	1.108	0.157	89.8	-18.5	73.8
0	0	0	0	0	0	0	0	0	0
2	10	0.0282	0.0219	0.0031	0.035	0.207	99.6	78.3	101.6
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
2	10	0.0222	0.0632	0.0114	0.163	0.222	95.3	-144.6	117.8
2	10	0.0263	0.1013	0.0154	0.186	0.19	39.4	-174.1	74.5
0	0	0	0	0	0	0	0	0	0
2	10	0.0223	0.0901	0.0162	0.231	0.244	50.4	-94.9	50.3
0	0	0	0	0	0	0	0	0	0
2	10	0.0273	0.0831	0.0122	0.142	0.367	128.8	107.4	105.3
2	10	0.012	0.0081	0.0037	0.159	0.369	129.8	131.6	108
2	10	0.005	0.0024	0.0019	0.123	0.382	160.5	3.2	96.8
2	10	0.0067	0.0027	0.0016	0.076	0.386	36.1	-117.4	40.8
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
2	10	0.0176	0.0454	0.0103	0.186	0.389	118.1	79.8	123.7
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
2	10	0.005	0.0009	0.0007	0.047	0.402	14.9	-61.4	84.4
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
0	0	0.0157	0.0187	0.0047	0.094	0.314	0	153.9	42.7
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
2	9	0.0396	0.0785	0.0079	0.064	0.134	32.2	18.5	137.1
