order	parent	diameter (m)	volume (L)	area (m^2)	length (m)	height (m)	angle (deg)	azimuth (deg)	zenith (deg)
0	0	0.0285	0.3029	0.0444	0.536	0	0	-24.3	74.6
1	1	0.028	0.1289	0.0184	0.21	0.032	57.2	63.1	88
0	0	0	0	0	0	0	0	0	0
1	1	0.0418	0.1693	0.0162	0.124	0.024	93.7	-152.8	29.6
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
1	1	0.02	0.0523	0.011	0.191	0.072	33.6	-116.1	44.8
2	28	0.02	0.0296	0.0059	0.094	0.177	97.1	155.8	36.5
2	28	0.021	0.0269	0.0051	0.078	0.152	96.5	5.5	143
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
2	28	0.0077	0.0061	0.0033	0.142	0.196	117.9	55.6	127.4
2	28	0.0195	0.0361	0.0074	0.121	0.231	22.5	-74.5	54.3
0	0	0	0	0	0	0	0	0	0
2	28	0.0216	0.0221	0.0041	0.06	0.205	52.8	-83.1	99.3
2	28	0.0065	0.0022	0.0014	0.07	0.264	93.4	138.3	37.4
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
2	28	0.0149	0.0124	0.0033	0.071	0.226	5.6	-96.8	61.9
1	1	0.0282	0.4072	0.0732	1.102	0.148	32.9	-49.4	67.7
0	0	0	0	0	0	0	0	0	0
2	28	0.0161	0.039	0.0097	0.191	0.166	62.1	-152.7	49.7
0	0	0	0	0	0	0	0	0	0
0	0	0.024	0.0318	0.0053	0.07	0.337	0	-45.9	108.2
