order	parent	diameter (m)	volume (L)	area (m^2)	length (m)	height (m)	angle (deg)	azimuth (deg)	zenith (deg)
0	0	0.0349	0.5131	0.0651	0.673	0	0	-141.2	50.1
1	1	0.0222	0.0879	0.0168	0.258	0.225	102.7	78.1	111.8
1	1	0.0474	0.408	0.0344	0.231	0.193	101.6	-152.7	100
1	1	0.0278	0.1552	0.0273	0.391	0.221	94.2	-86.4	96.1
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
2	2	0.0184	0.0543	0.0117	0.199	0.204	54.3	-37.4	92.5
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
1	1	0.0234	0.0803	0.0137	0.186	0.258	130.1	147.7	80.1
1	1	0.0173	0.0617	0.013	0.218	0.265	34.7	30.4	49.2
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
2	13	0.02	0.0329	0.0066	0.105	0.229	148.8	-120.1	104.2
2	14	0.0138	0.0144	0.0042	0.097	0.34	76.6	-116.9	34.7
0	0	0.0217	0.0334	0.0061	0.09	0.214	0	-125.9	71.6
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
1	1	0.0106	0.0083	0.0033	0.113	0.218	138.9	-146.2	81.5
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
3	19	0.0164	0.0296	0.0072	0.14	0.333	48.9	79.7	118.4
