order	parent	diameter (m)	volume (L)	area (m^2)	length (m)	height (m)	angle (deg)	azimuth (deg)	zenith (deg)
0	0	0.0221	0.2015	0.0328	0.458	0	0	-26	44.2
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
2	13	0.0187	0.0942	0.0218	0.404	0.324	27.3	139.2	39.2
2	13	0.005	0.0013	0.001	0.066	0.33	48.3	127.5	44.1
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
2	13	0.005	0.0018	0.0014	0.091	0.376	128.7	139.5	125
3	6	0.0252	0.0318	0.005	0.064	0.366	116.5	-42.7	86
0	0	0	0	0	0	0	0	0	0
1	1	0.0202	0.2412	0.054	0.98	0.164	45	10	22.6
