order	parent	diameter (m)	volume (L)	area (m^2)	length (m)	height (m)	angle (deg)	azimuth (deg)	zenith (deg)
0	0	0.024	0.223	0.0342	0.422	0	0	-81.5	92.1
0	0	0	0	0	0	0	0	0	0
1	1	0.0265	0.6252	0.0944	1.134	0.153	23.9	-160.5	66.9
2	3	0.0244	0.1208	0.0223	0.331	0.176	102.1	137.5	71.7
2	3	0.0249	0.0779	0.0154	0.255	0.174	124.5	-34.7	115.1
3	4	0.0206	0.0244	0.0047	0.073	0.207	25.8	-111.2	124.4
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
2	3	0.023	0.0774	0.0131	0.175	0.175	39.4	-99.5	111.7
0	0	0	0	0	0	0	0	0	0
2	3	0.0197	0.6943	0.1326	2.026	0.296	149.5	26.2	81
3	13	0.0198	0.0329	0.0066	0.107	0.425	100.4	142.4	39.5
3	13	0.0183	0.014	0.003	0.053	0.493	52.9	18.3	22.5
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
3	13	0.0165	0.0615	0.0145	0.272	0.509	96.5	-57.9	116.6
4	18	0.0145	0.0231	0.0064	0.139	0.497	90.5	-20.6	36.4
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
3	13	0.0172	0.0326	0.0076	0.14	0.415	37	3.7	84.4
3	13	0.0229	0.0129	0.0023	0.032	0.341	106.6	146.7	0.7
3	13	0.0203	0.0325	0.0062	0.095	0.295	28	23.8	73.8
0	0	0	0	0	0	0	0	0	0
3	13	0.0187	0.0267	0.0061	0.116	0.256	34.7	-23.4	147.5
1	1	0.0204	0.0247	0.0048	0.075	0.011	122.5	110.1	26.7
3	4	0.0234	0.0341	0.0058	0.079	0.185	96.5	-108.8	115.9
3	13	0.0227	0.0866	0.0152	0.214	0.446	41	23.8	35.8
