order	parent	diameter (m)	volume (L)	area (m^2)	length (m)	height (m)	angle (deg)	azimuth (deg)	zenith (deg)
0	0	0.029	1.9295	0.2091	1.831	0	0	-107.6	6.8
1	1	0.0213	0.1031	0.0205	0.332	0.236	132.6	-100.2	91.3
0	0	0	0	0	0	0	0	0	0
1	1	0.016	0.0196	0.0049	0.098	1.574	56.8	32.9	15.8
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
2	25	0.0266	0.0354	0.0053	0.064	1.855	87.7	38.7	150.4
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
2	2	0.0176	0.0187	0.0043	0.077	0.218	113.3	116.9	56.6
0	0	0	0	0	0	0	0	0	0
1	1	0.02	0.0324	0.0065	0.103	1.703	64.6	101.6	52.8
2	25	0.024	0.1127	0.0189	0.252	1.758	19.6	13.1	53.6
0	0	0	0	0	0	0	0	0	0
2	25	0.0161	0.0181	0.0045	0.089	1.905	103.3	-149.2	91.5
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
3	13	0.0235	0.018	0.0031	0.042	1.891	70.1	-36.6	74.4
0	0	0	0	0	0	0	0	0	0
3	15	0.0152	0.0061	0.0016	0.034	1.897	129.4	78.9	105.7
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
1	1	0.0254	0.1661	0.0274	0.363	1.719	77.7	0.7	97.6
2	2	0.018	0.0161	0.0036	0.063	0.226	62.8	-161.8	76.4
2	4	0.0194	0.0273	0.0056	0.093	1.65	95.8	-109.2	83.3
2	25	0.024	0.07	0.0116	0.154	1.766	83.8	-56.9	55.7
0	0	0	0	0	0	0	0	0	0
3	28	0.0112	0.0091	0.0032	0.092	1.766	150.7	-59	54.4
