order	parent	diameter (m)	volume (L)	area (m^2)	length (m)	height (m)	angle (deg)	azimuth (deg)	zenith (deg)
0	0	0.0551	4.6045	0.2001	0.755	0	0	55.1	40.9
1	1	0.0506	3.1518	0.2151	1.213	0.15	101	-161.5	87.1
1	1	0.0632	2.9919	0.1895	0.957	0.249	130.5	80.3	98.4
3	27	0.035	0.2746	0.0314	0.286	0.187	27.8	22.4	93.2
2	2	0.0503	2.3658	0.1855	1.16	0.19	50.9	-103.9	88.6
2	2	0.0399	0.3971	0.0398	0.317	0.395	144.4	-153.3	84.1
1	1	0.0481	0.5683	0.0472	0.311	0.176	27.5	128.2	82.4
0	0	0	0	0	0	0	0	0	0
2	24	0.0628	0.3788	0.0241	0.122	0.261	73.3	159.6	125.6
3	5	0.039	0.4229	0.0416	0.326	0.113	12.6	-79.3	64
3	5	0.0334	0.1719	0.0206	0.196	0.128	138.8	100.2	58.8
3	5	0.0275	0.0557	0.0081	0.094	0.1	81.9	74.3	159.9
3	5	0.0478	0.2814	0.0271	0.226	0.117	127.6	-83.9	109.3
0	0	0	0	0	0	0	0	0	0
4	28	0.0281	0.0668	0.0095	0.108	0.419	54.4	79.3	37.1
2	2	0.0544	0.5127	0.0377	0.22	0.334	62.9	-11.3	132.8
2	2	0.0388	0.3874	0.0399	0.327	0.371	60.9	107.7	39.3
3	6	0.0179	0.0699	0.0156	0.276	0.398	168.8	35.8	120
3	25	0.0386	0.2555	0.0264	0.218	0.628	24.5	-130.3	137.2
2	3	0.0603	0.8878	0.0589	0.311	0.262	46.7	-20.3	29.8
2	3	0.0398	0.508	0.051	0.408	0.261	64.8	-7.5	97.2
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
1	1	0.0524	1.2912	0.1067	0.712	0.112	99.3	-40.9	80.7
2	2	0.0593	1.2695	0.0931	0.562	0.314	55.1	150.3	49
2	3	0.0601	1.5797	0.1099	0.62	0.229	29	45.5	97.4
2	24	0.0368	0.3113	0.0338	0.292	0.188	136.7	-13.3	89
3	5	0.0567	0.4509	0.0318	0.179	0.395	108.3	8.8	59.1
3	25	0.0532	1.0962	0.0824	0.493	0.369	98.9	-93.8	65.9
4	13	0.0313	0.1081	0.0138	0.14	0.174	174	64.4	176
4	28	0.0288	0.0807	0.0112	0.124	0.439	19.2	15.2	40.5
4	29	0.0361	0.5077	0.0562	0.496	0.34	85.2	136.3	70.1
