order	parent	diameter (m)	volume (L)	area (m^2)	length (m)	height (m)	angle (deg)	azimuth (deg)	zenith (deg)
0	0	0.0214	0.1086	0.0184	0.262	0	0	43.7	14.9
1	1	0.0191	0.1916	0.0389	0.628	0.028	58.7	47.2	73.6
0	0	0	0	0	0	0	0	0	0
1	1	0.0319	0.0664	0.0083	0.083	0.086	126.8	79.5	89.2
2	2	0.0193	0.0294	0.0061	0.1	0.07	105.6	129	113.4
0	0	0	0	0	0	0	0	0	0
2	2	0.0206	0.0289	0.0056	0.086	0.066	61.7	22	60
0	0	0	0	0	0	0	0	0	0
1	1	0.0163	0.1774	0.0436	0.854	0.102	76.9	-64	51.5
1	1	0.0145	0.0954	0.0269	0.609	0.117	25.2	31.3	77.4
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
2	9	0.02	0.0223	0.0045	0.071	0.194	76.8	-164	112.8
2	9	0.0249	0.1413	0.0227	0.289	0.228	111.3	-166.7	143.2
2	9	0.0301	0.0864	0.0115	0.122	0.257	154.4	24	114.8
2	10	0.0151	0.0203	0.0054	0.113	0.176	132.6	-68.6	83.6
2	10	0.0149	0.0463	0.0143	0.361	0.146	149.9	-41.4	86.3
0	0	0	0	0	0	0	0	0	0
3	16	0.0284	0.0474	0.0067	0.075	0.186	122.7	63.7	62.2
3	17	0.0172	0.0305	0.0071	0.132	0.175	43.2	-136.7	47
3	17	0.0182	0.0195	0.0043	0.075	0.203	169.5	119.5	80.4
2	9	0.0229	0.0755	0.0132	0.183	0.245	74	33.5	27.5
3	14	0.0231	0.0957	0.0165	0.226	0.155	110.8	72.4	139.4
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
2	10	0.0178	0.0485	0.0109	0.195	0.144	130.5	-175.6	142.6
2	2	0.0164	0.0527	0.012	0.219	0.116	98.7	175.3	56.7
0	0	0	0	0	0	0	0	0	0
4	23	0.0104	0.0045	0.002	0.076	0.142	111.2	-143.1	101.9
3	26	0.005	0.0019	0.0015	0.095	0.111	66.1	-117	113.4
0	0	0	0	0	0	0	0	0	0
2	10	0.0128	0.0098	0.0036	0.108	0.161	77.9	87	142.5
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
4	23	0.0161	0.0465	0.0101	0.175	0.099	151.6	-89	65.9
4	30	0.005	0.0017	0.0014	0.088	0.098	71	-136.1	29
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
0	0	0.0182	0.0456	0.01	0.175	0.178	0	-129.7	156.7
0	0	0	0	0	0	0	0	0	0
2	10	0.0135	0.0182	0.0054	0.128	0.2	47.3	91.4	92
0	0	0	0	0	0	0	0	0	0
2	9	0.0263	0.081	0.0123	0.148	0.298	41.4	-39.4	72.3
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
2	9	0.0228	0.1237	0.0217	0.304	0.373	73.7	-96.3	39.7
3	45	0.025	0.0515	0.0094	0.147	0.319	31.2	-146.4	56.7
0	0	0	0	0	0	0	0	0	0
0	0	0.0196	0.0162	0.0033	0.054	0.384	0	23.6	69.1
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
2	9	0.005	0.0017	0.0012	0.069	0.41	142.7	63.2	134.9
0	0	0	0	0	0	0	0	0	0
3	49	0.0216	0.0657	0.0132	0.212	0.419	160.9	133.4	92.1
2	9	0.0144	0.0211	0.0058	0.127	0.455	163.3	2	89.1
0	0	0	0	0	0	0	0	0	0
4	58	0.0154	0.0203	0.0053	0.109	0.366	112.5	-174.3	114.2
0	0	0	0	0	0	0	0	0	0
3	49	0.0198	0.0453	0.0088	0.137	0.442	150.2	92.4	121.7
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
0	0	0.0224	0.0278	0.005	0.07	0.324	0	-121.6	127
2	2	0.019	0.0493	0.0108	0.19	0.039	98.9	-150.9	26.7
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
3	16	0.0068	0.0035	0.0022	0.111	0.168	102.1	67.7	73.9
0	0	0	0	0	0	0	0	0	0
4	58	0.005	0.0018	0.0015	0.093	0.414	70.2	-166.2	47.6
