order	parent	diameter (m)	volume (L)	area (m^2)	length (m)	height (m)	angle (deg)	azimuth (deg)	zenith (deg)
0	0	0.0616	0.4048	0.0381	0.308	0	0	-140.4	83
0	0	0	0	0	0	0	0	0	0
2	68	0.0274	0.1	0.0146	0.17	0.111	45.1	159.6	56.8
2	68	0.023	0.0709	0.0124	0.171	0.158	48.5	-56.4	47.6
2	68	0.005	0.002	0.0016	0.099	0.152	45.9	114.1	56.9
2	68	0.02	0.0283	0.0057	0.09	0.213	105.7	-77.9	24.1
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
2	68	0.0113	0.0165	0.0058	0.164	0.165	60.4	120.3	103.2
2	68	0.0227	0.2013	0.0337	0.45	0.198	14.4	127.2	79.6
2	68	0.0127	0.0048	0.0018	0.063	0.524	44.6	158.1	16.3
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
2	68	0.0303	0.0737	0.0097	0.102	0.559	76.1	89.6	42
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
2	68	0.005	0.0029	0.0023	0.146	0.597	86	80.2	50.4
2	68	0.0181	0.0398	0.0088	0.155	0.599	36.4	67.2	16.9
3	10	0.0101	0.0049	0.0024	0.105	0.19	81.2	-168.1	52.7
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
2	68	0.0239	0.0511	0.0086	0.114	0.623	62.2	136.4	91.4
2	68	0.0201	0.0866	0.0173	0.274	0.629	77.8	-76.8	101
2	68	0.026	0.0886	0.0136	0.166	0.6	162.4	-151.1	96.9
2	68	0.01	0.0094	0.0042	0.16	0.621	73.8	112.4	83
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
2	68	0.0192	0.055	0.0124	0.229	0.646	34.9	-155.8	70.2
2	68	0.0078	0.0051	0.0028	0.127	0.671	47.7	104	78.3
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
3	37	0.0267	0.1102	0.0165	0.197	0.665	176.7	33.3	89.1
0	0	0	0	0	0	0	0	0	0
4	71	0.0188	0.0307	0.0065	0.11	0.551	56.5	12.5	100.5
0	0	0	0	0	0	0	0	0	0
2	68	0.0141	0.0249	0.0071	0.16	0.658	35.2	88.9	81.2
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
4	42	0.032	0.0608	0.0076	0.076	0.684	73.6	-160.9	164.4
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
3	37	0.0177	0.0261	0.0059	0.106	0.643	55	-108.5	132.1
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
1	1	0.0267	0.9775	0.1543	1.993	0.076	37.5	42.9	117.3
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
3	37	0.0198	0.0713	0.0144	0.231	0.642	74.5	-88.1	103.5
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
0	0	0.0228	0.0372	0.0065	0.091	0.644	0	160.7	100.8
