order	parent	diameter (m)	volume (L)	area (m^2)	length (m)	height (m)	angle (deg)	azimuth (deg)	zenith (deg)
0	0	0.0215	0.2499	0.0427	0.586	0	0	5.1	65
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
1	1	0.0204	0.0636	0.0125	0.196	0.151	147.2	-156.6	116.6
1	1	0.005	0.0016	0.0013	0.083	0.091	42.1	105.3	71.2
1	1	0.0204	0.0556	0.0109	0.171	0.119	119.2	-115.2	70.8
1	1	0.0093	0.0083	0.0035	0.115	0.087	118.6	52.9	84
1	1	0.005	0.0019	0.0015	0.095	0.105	54.1	-8.6	93
1	1	0.0186	0.3933	0.0764	1.19	0.082	75.1	-11.9	133
1	1	0.0185	0.015	0.0032	0.056	0.107	89.1	-175.7	44.4
1	1	0.0191	0.0762	0.017	0.306	0.12	141.2	-13.1	25.2
0	0	0	0	0	0	0	0	0	0
1	1	0.0246	0.1073	0.0194	0.285	0.112	29.6	10.8	102.4
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
3	64	0.005	0.0021	0.0017	0.107	0.071	128.7	110.6	119.7
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
2	11	0.0204	0.0696	0.0136	0.213	0.129	95.8	90.7	90
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
2	13	0.0243	0.0252	0.0041	0.054	0.168	81.9	-110.6	82.5
0	0	0	0	0	0	0	0	0	0
3	64	0.0207	0.0718	0.0151	0.257	0.085	31.5	63.2	113
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
2	11	0.0213	0.0358	0.0067	0.101	0.179	36	140	91.9
0	0	0	0	0	0	0	0	0	0
3	64	0.0372	0.1746	0.0188	0.161	0.126	162.9	-104.8	118.4
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
4	31	0.02	0.0259	0.0052	0.082	0.14	77.1	162.7	20.1
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
2	9	0.0217	0.0425	0.008	0.12	0.142	76.3	-141.4	67.8
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
2	9	0.0228	0.0302	0.0053	0.074	0.174	129.6	153.9	67.4
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
2	9	0.0186	0.041	0.0101	0.202	0.207	105.3	-94.7	67.1
2	9	0.0216	0.0532	0.0099	0.145	0.216	46.5	7	66.5
0	0	0	0	0	0	0	0	0	0
3	53	0.0237	0.0746	0.0126	0.169	0.24	60.7	175.3	88.2
4	56	0.0094	0.0053	0.0023	0.077	0.229	123.3	-38.7	25.2
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
2	9	0.0181	0.2363	0.047	0.749	0.076	80.5	57.1	98.7
2	13	0.0206	0.0342	0.0063	0.093	0.109	127.6	-60	50.2
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
0	0	0.0182	0.0244	0.0053	0.093	0.075	0	-31.2	80.6
