order	parent	diameter (m)	volume (L)	area (m^2)	length (m)	height (m)	angle (deg)	azimuth (deg)	zenith (deg)
0	0	0.0154	0.1324	0.0292	0.518	0	0	124.6	67.9
0	0	0	0	0	0	0	0	0	0
1	1	0.0169	0.213	0.0513	0.982	0.087	14.3	82.7	84
2	3	0.016	0.0179	0.0045	0.089	0.11	96.2	167.3	55.7
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
2	3	0.0154	0.0158	0.0041	0.085	0.133	82.6	-119.6	78.4
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
2	3	0.0174	0.0391	0.009	0.165	0.137	48.3	103.5	79
0	0	0	0	0	0	0	0	0	0
2	3	0.0182	0.0227	0.005	0.087	0.281	116.3	-7.8	77.1
