order	parent	diameter (m)	volume (L)	area (m^2)	length (m)	height (m)	angle (deg)	azimuth (deg)	zenith (deg)
0	0	0.0288	0.3078	0.0434	0.506	0	0	46.9	28.6
0	0	0	0	0	0	0	0	0	0
1	1	0.0271	0.1381	0.0245	0.356	0.069	52.8	-142.1	93.2
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
2	3	0.017	0.0286	0.0064	0.116	0.055	113.6	-135.5	67.3
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
2	3	0.0268	0.0562	0.0099	0.144	0.053	10	-72.6	114.5
2	3	0.005	0.0017	0.0014	0.089	0.056	86.6	102.9	95.9
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
0	0	0.0237	0.0294	0.005	0.067	0.046	0	-172.8	76.7
