order	parent	diameter (m)	volume (L)	area (m^2)	length (m)	height (m)	angle (deg)	azimuth (deg)	zenith (deg)
0	0	0.0226	0.2145	0.0356	0.486	0	0	32.2	9
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
2	22	0.005	0.0018	0.0014	0.09	0.049	117.8	-59.9	81.4
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
1	1	0.0259	0.0961	0.0149	0.183	0.125	89	109.9	70
0	0	0	0	0	0	0	0	0	0
1	1	0.0277	0.0901	0.013	0.15	0.153	7.4	-82.1	92.2
0	0	0	0	0	0	0	0	0	0
1	1	0.022	0.0481	0.0087	0.126	0.167	71.7	-162.8	60.7
1	1	0.0232	0.1361	0.0249	0.365	0.184	125.1	-85.1	142.5
0	0	0	0	0	0	0	0	0	0
1	1	0.021	0.0501	0.0095	0.145	0.248	35.6	75.9	29.9
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
2	13	0.0222	0.0569	0.0102	0.147	0.25	47.8	-61.1	31.9
0	0	0	0	0	0	0	0	0	0
3	18	0.0192	0.0434	0.009	0.149	0.298	131.4	-28.4	97.4
0	0	0	0	0	0	0	0	0	0
1	1	0.0215	0.057	0.0106	0.158	0.042	97.7	-141.8	86.4
