order	parent	diameter (m)	volume (L)	area (m^2)	length (m)	height (m)	angle (deg)	azimuth (deg)	zenith (deg)
0	0	0.0332	0.301	0.0422	0.503	0	0	-55.2	56.2
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
1	1	0.0197	0.2678	0.0544	0.879	0.215	127.5	-116.7	64
0	0	0	0	0	0	0	0	0	0
1	1	0.021	0.0455	0.0087	0.131	0.222	136.4	78.5	105.3
2	5	0.0187	0.0515	0.0126	0.254	0.24	56.9	-33.5	48.3
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
2	5	0.0272	0.2377	0.0349	0.409	0.279	84	-23.1	141.6
2	5	0.019	0.0499	0.0105	0.176	0.284	62.4	-61	55.4
3	19	0.024	0.0345	0.0073	0.126	0.203	101.5	-87.6	38.4
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
2	5	0.0378	0.0726	0.0077	0.065	0.518	152.1	-60.3	141.9
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
1	1	0.0251	0.1198	0.0186	0.231	0.09	53.2	-99.6	73.3
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
3	8	0.025	0.0751	0.012	0.153	0.297	74.6	-25.2	124.6
